"","ID","ZIP.Code","Community.Area","Primary.Property.Type","Gross.Floor.Area...Buildings..sq.ft.","Year.Built","X..of.Buildings","ENERGY.STAR.Score","Electricity.Use..kBtu.","Natural.Gas.Use..kBtu.","Site.EUI..kBtu.sq.ft.","Source.EUI..kBtu.sq.ft.","Weather.Normalized.Site.EUI..kBtu.sq.ft.","Weather.Normalized.Source.EUI..kBtu.sq.ft.","Total.GHG.Emissions..Metric.Tons.CO2e.","GHG.Intensity..kg.CO2e.sq.ft.","total_site_energy_KBTU","log_total_site_energy_KBTU"
"642",251919,"60654","NEAR NORTH SIDE","Office",70000,1890,1,75,3488374.2,2256693.1,82.1,190.3,85.8,192,762.8,10.9,5747000,15.5641885374899
"643",251918,"60610","NEAR NORTH SIDE","Multifamily Housing",115503,1990,1,48,2787985.5,6556755.7,80.9,135.4,84.3,134.6,862.1,7.5,9344192.7,16.0502656066971
"644",251917,"60618","IRVING PARK","Retail Store",191143,2003,1,79,11519956.1,3297699.9,77.5,207.4,78.8,205.6,2298.5,12,14813582.5,16.5110550543582
"645",251911,"60623","SOUTH LAWNDALE","K-12 School",65670,1973,1,12,4294544.5,4346700,65.4,205.3,69.6,218.4,791.6,12.1,4294818,15.2729197376482
"646",251910,"60647","LOGAN SQUARE","K-12 School",84715,1894,1,71,2333570.2,2854240.5,61.2,121.9,66.7,128.2,581.7,6.9,5184558,15.4611951501105
"647",251909,"60656","NORWOOD PARK","K-12 School",79665,1937,1,37,3056199.4,3394700.8,81,165.2,85.4,169.9,743.6,9.3,6452865,15.680034776197
"648",251906,"60622","WEST TOWN","K-12 School",95219,1930,1,67,2238301.7,4877681,74.7,127.6,81.8,136.2,671.6,7.1,7112859.3,15.7774148728368
"649",251905,"60647","LOGAN SQUARE","K-12 School",107729,1896,1,52,2921686.4,4735044.6,71.1,131.3,78.2,138.8,790,7.3,7659531.9,15.8514614301889
"650",251904,"60610","NEAR NORTH SIDE","K-12 School",102500,1971,2,1,9933393.1,2497626.8,121.3,329.9,123.8,332,1963.6,19.2,12433250,16.3358848935106
"651",251900,"60641","IRVING PARK","K-12 School",85474,1926,1,66,1944864.2,3415324.8,62.7,113.4,67.5,118.8,539.9,6.3,5359219.8,15.4943289627507
"652",251899,"60632","BRIGHTON PARK","K-12 School",128230,1902,1,74,3678163.3,4554298.2,64.2,127.4,70.3,133.8,919.9,7.2,8232366,15.9235840161491
"653",251898,"60625","ASHBURN","K-12 School",79722,1961,1,19,2694251,3761574.3,81,155.7,84.7,159.6,696.4,8.7,6457482,15.6807500164918
"654",251896,"60609","GRAND BOULEVARD","Office",99100,1990,1,56,3526841.1,9633094.5,132.8,213.8,148.6,229.6,1161.7,11.7,13160480,16.3927289573604
"655",251893,"60646","FOREST GLEN","K-12 School",65590,1910,1,76,1636918.3,2604519.7,64.7,120.1,69.2,124.9,440.1,6.7,4243673,15.2609397257946
"656",251892,"60636","WEST ENGLEWOOD","K-12 School",96700,1910,1,87,1310809.9,4802462.6,63.2,94.7,71.7,104.1,496.7,5.1,6111440,15.6256729825942
"657",251891,"60624","HUMBOLDT PARK","K-12 School",225314,1990,1,20,12381015.2,5550006.8,79.6,198.4,81.4,197,2576.9,11.4,17934994.4,16.7022643567098
"658",251890,"60623","SOUTH LAWNDALE","K-12 School",292121,2010,1,60,4820361,14089732.8,64.7,102.5,72,110.1,1636.9,5.6,18900228.7,16.7546845804858
"659",251889,"60634","PORTAGE PARK","K-12 School",78111,1932,1,86,1434235.9,3642460,65,106.6,70.7,113.3,457.8,5.9,5077215,15.4402734408761
"660",251888,"60651","AUSTIN","K-12 School",177004,1926,1,34,4975559.2,9234898.7,80.3,143,88.1,149.6,1407.6,8,14213421.2,16.4696972311234
"661",251887,"60607","NEAR WEST SIDE","K-12 School",69329,1990,1,44,1557753.4,4094470.3,81.5,132.6,91,142.5,504.6,7.3,5650313.5,15.547221588309
"662",251884,"60637","HYDE PARK","K-12 School",115306,1894,1,53,2536838.7,6164114.8,75.5,125.2,84.6,136,795,6.9,8705603,15.9794773993195
"663",251880,"60629","GAGE PARK","K-12 School",89103,1928,1,25,3137175.3,3816938.4,78,155.5,83,159,781,8.8,6950034,15.7542571096153
"664",251878,"60605","NEAR SOUTH SIDE","K-12 School",57995,1987,1,14,4453475.5,7657835.7,76.8,241.1,79.8,250.6,820.9,14.2,4454016,15.3093167190696
"665",251874,"60621","ENGLEWOOD","K-12 School",68227,1969,1,56,1441834.1,3056788.3,65.9,113.4,73.2,121.1,428.1,6.3,4496159.3,15.3187341014226
"666",251873,"60609","NEW CITY","K-12 School",212285,2012,1,83,8713930.7,13949562.1,41,128.9,41,128.9,1606.2,7.6,8703685,15.9792570571656
"667",251872,"60652","ASHBURN","K-12 School",208200,2012,1,55,10621132.9,120680.6,51,160.2,52.1,163.5,1957.7,9.4,10618200,16.1780800678873
"668",251871,"60649","SOUTH SHORE","K-12 School",213710,2010,1,72,8297404,11058599.9,38.8,121.9,38.4,120.5,1529.4,7.2,8291948,15.9307954814135
"669",251870,"60641","PORTAGE PARK","K-12 School",145775,1915,1,92,2759699.3,2445138,35.7,77.1,37.6,79,638.5,4.4,5204167.5,15.4649703048759
"670",251867,"60622","WEST TOWN","K-12 School",127371,1895,1,82,2380137.5,5450275,61.5,103.6,68.5,111.6,728.2,5.7,7833316.5,15.8738965415078
"671",251866,"60612","NEAR WEST SIDE","K-12 School",115289,1905,1,83,3305539.5,4656718.1,69.1,132.4,75.6,139.3,856.6,7.4,7966469.9,15.8907520291838
"672",251865,"60639","BELMONT CRAGIN","K-12 School",115458,1946,1,11,5509950.1,3497721.3,78,181.7,81.2,185,1201.4,10.4,9005724,16.0133709331382
"673",251863,"60623","SOUTH LAWNDALE","K-12 School",78745,1996,1,14,4175653.4,4357753.3,108.4,224.6,114,227.6,1001.1,12.7,8535958,15.9597981516142
"674",251860,"60622","WEST TOWN","K-12 School",93355,1957,1,78,1900335.6,3912375,62.3,107.9,68.6,114.6,558.1,6,5816016.5,15.5761261351928
"675",251859,"60617","SOUTH CHICAGO","K-12 School",69921,1902,1,59,1247755.4,5509328,96.6,138.8,112.3,156.7,522.6,7.5,6754368.6,15.7257000535051
"676",251858,"60618","NORTH CENTER","K-12 School",51852,1889,1,49,1154130.2,3804896.5,95.6,146.9,106.3,158.7,414.8,8,4957051.2,15.4163216057773
"677",251797,"60462","EAST GARFIELD PARK","Other - Specialty Hospital",190000,1984,1,5,16027020.4,23697137.8,209.1,395.8,216.7,402.8,4212.8,22.2,39729000,17.4975919575772
"678",251796,"60615","KENWOOD","Multifamily Housing",74550,1951,1,63,1246137.5,6033274.4,97.6,137.5,106.5,146.8,550.1,7.4,7276080,15.8001028136119
"679",251794,"60651","HUMBOLDT PARK","K-12 School",55455,1960,1,80,541776.5,3316370.5,69.6,93.5,77.9,102.2,276,5,3859668,15.1660917273792
"680",251793,"60615","HYDE PARK","K-12 School",97758,1924,3,97,837509.5,3992822.3,49.4,69.8,56.1,76.8,366.4,3.7,4829245.2,15.3902007401249
"681",251792,"60620","AUBURN GRESHAM","Mixed Use Property",157844,1946,5,59,1925848.8,11799845,87,116.8,97.4,127.8,981.7,6.2,13732428,16.4352706011486
"682",251790,"60656","NORWOOD PARK","K-12 School",54061,1958,1,61,1370798.3,2836400.2,77.8,134.7,82.4,137.7,403.3,7.5,4205945.8,15.2520097488089
"683",251789,"60647","LOGAN SQUARE","K-12 School",137844,1907,6,71,1270171.6,8930974.4,74,97,83.2,106.6,708.5,5.1,10200456,16.1379429831376
"684",251788,"60617","EAST SIDE","K-12 School",120051,1940,3,87,1422036.3,6587100.1,66.7,94.8,79.1,108.6,612,5.1,8007401.7,15.8958768843988
"685",251786,"60614","LINCOLN PARK","K-12 School",60994,1905,1,68,1596276.9,2447599.8,66.3,124.3,72.8,131.1,424.2,7,4043902.2,15.2127206748538
"686",251785,"60657","LAKE VIEW","Mixed Use Property",135434,1918,3,88,1577487,6568893.6,60.2,87.5,67.4,95.1,639.7,4.7,8153126.8,15.9139120680814
"687",251784,"60611","NEAR NORTH SIDE","Office",84100,1951,1,52,4844521.4,4008899.6,105.3,230.9,111.2,237.2,1105.9,13.1,8855730,15.996575265101
"688",251783,"60630","PORTAGE PARK","K-12 School",118189,1923,6,89,518965.2,6150603.4,56.4,68.4,63.1,75.7,422.3,3.6,6665859.6,15.7125094755218
"689",251780,"60611","NEAR NORTH SIDE","Worship Facility",167834,1936,6,57,6319675.7,10686877.3,101.3,185.1,108.9,193,1732.5,10.3,17001584.2,16.648817085914
"690",251777,"60621","ENGLEWOOD","Multifamily Housing",69960,1995,1,38,1737028.7,4799012.6,93.4,150,102.3,159.4,575.1,8.2,6534264,15.6925702743673
"691",251776,"60612","EAST GARFIELD PARK","Multifamily Housing",52800,1996,1,21,1258560.9,3551704.2,91.1,145.5,99.3,154.1,420.6,8,4810080,15.3862242739603
"692",251775,"60612","EAST GARFIELD PARK","Multifamily Housing",50630,2002,1,79,1204807.9,1990132.4,63.1,116,67.9,121,327.8,6.5,3194753,14.9770203345111
"693",251774,"60619","BURNSIDE","Multifamily Housing",178647,2000,1,66,2756543.2,7993163.5,60.2,95.4,65.3,99.7,932.6,5.2,10754549.4,16.1908394230141
"694",251773,"60656","NORWOOD PARK","Supermarket/Grocery Store",77255,1978,1,83,9896639.1,5324600.3,197,474.6,201.9,476.7,2107,27.3,15219235,16.5380706463225
"695",251772,"60634","DUNNING","Supermarket/Grocery Store",57498,1989,1,52,9347153.5,3986000.1,231.9,583.2,234.7,581,1934.6,33.6,13333786.2,16.4058116878333
"696",251771,"60642","NEAR NORTH SIDE","Office",100440,1961,1,70,5853214.3,331179.5,61.6,186.4,61.6,186.4,1096.5,10.9,6187104,15.637977683811
"697",251770,"60631-3485","OHARE","Office",207955,1982,1,70,11216195.9,2007766.2,53.9,169.4,55.9,175.7,2067.4,9.9,11208774.5,16.2322074670384
"698",251769,"60631","OHARE","Office",200150,1981,1,74,14340520,18175.3,71.7,225.1,73.7,231.3,2644.2,13.2,14350755,16.4793131120263
"699",251768,"60610","NEAR NORTH SIDE","Office",173000,1931,1,98,4151571.5,1264134.6,31.3,83,31.3,81.8,832.4,4.8,5414900,15.504664971026
"700",251767,"60642","NEAR NORTH SIDE","Multifamily Housing",101320,1999,1,94,2081673.1,3359428.8,53.7,99.3,55,97.5,562.1,5.5,5440884,15.5094521056304
"701",251248,"60661","NEAR WEST SIDE","Multifamily Housing",876000,2003,1,96,11415900.3,28020133.9,45,74.5,48.8,78.4,3592.5,4.1,39420000,17.4897838596888
"702",251247,"60654","NEAR NORTH SIDE","Multifamily Housing",287827,1910,2,99,5096961.6,7730089.3,44.6,83.8,46.5,84.4,1350.1,4.7,12837084.2,16.3678487432105
"703",251245,"60613","LAKE VIEW","Multifamily Housing",278035,1925,1,95,3931930.8,17218717.2,76.1,109.4,84.2,118,1639.3,5.9,21158463.5,16.8675505488963
"704",251244,"60657","LAKE VIEW","Multifamily Housing",267464,1925,1,75,3552584.6,16537910.5,75.1,106.6,83.3,115.2,1533.2,5.7,20086546.4,16.8155608155924
"705",251243,"60661","NEAR WEST SIDE","Multifamily Housing",63803,1999,1,78,1816436.2,2044407.4,60.5,123,62.5,122.7,443.4,6.9,3860081.5,15.1661988552078
"706",251242,"60606","NEAR WEST SIDE","Multifamily Housing",63803,2000,1,79,1762120.6,2184353.8,61.9,122.7,64,122.8,440.8,6.9,3949405.7,15.1890756698615
"707",251241,"60616","NEAR SOUTH SIDE","Multifamily Housing",158136,2004,1,54,4656974,5947367,67.1,132,70.4,136.3,1174.3,7.4,10610925.6,16.1773947452394
"708",251240,"60660","EDGEWATER","Multifamily Housing",198785,1968,1,26,4062252.1,19391913.8,118,166.6,128.2,175.8,1778.8,8.9,23456630,16.9706637421073
"709",251239,"60616","DOUGLAS","Multifamily Housing",154447,1969,1,12,4974600.5,13879317.4,122.1,195.5,120.7,191.3,1654.1,10.7,18857978.7,16.752446655513
"710",251238,"60661","NEAR WEST SIDE","Multifamily Housing",63803,2000,1,80,1744825.1,2129052.5,60.7,120.9,63.5,121.6,434.7,6.8,3872842.1,15.1694991882364
"711",251237,"60610","NEAR NORTH SIDE","Multifamily Housing",136591,1929,1,35,2113409.9,12908311.4,110,147.8,122.5,160.9,1075.2,7.9,15025010,16.5252267039427
"712",251236,"60611","NEAR NORTH SIDE","Multifamily Housing",137739,1924,1,78,2039130.6,8829448.3,78.9,113.8,86.5,120.8,844.8,6.1,10867607.1,16.201297096869
"713",251235,"60611","NEAR NORTH SIDE","Multifamily Housing",95220,1981,1,73,2987417.5,1631955.6,48.5,116.5,49.1,117.7,637.3,6.7,4618170,15.3455090806919
"714",251234,"60611","NEAR NORTH SIDE","Multifamily Housing",454180,1991,1,29,15971923.4,16482501.6,71.5,148.5,71.5,148.5,3819.4,8.4,32473870,17.2959463239186
"715",251233,"60614","LINCOLN PARK","Retail Store",144180,1996,1,75,7043787.4,543924.8,52.6,157.4,52.7,156.4,1327.2,9.2,7583868,15.8415339177022
"716",251231,"60610","NEAR NORTH SIDE","Multifamily Housing",72639,2014,1,2,4381059.2,1584742,82.1,212.3,80.6,207.5,891.7,12.3,5963661.9,15.601195263119
"717",251230,"60610","NEAR NORTH SIDE","Multifamily Housing",175440,1927,1,61,3135856.6,11767399.2,84.9,126.6,93.2,133.7,1203,6.9,14894856,16.5165264764091
"718",251229,"60611","NEAR NORTH SIDE","Multifamily Housing",104142,1926,1,52,1861682.7,8928512.7,103.6,146.2,114.1,155.6,817.4,7.8,10789111.2,16.1940479612743
"719",251228,"60654","NEAR NORTH SIDE","Office",73332,1903,1,92,3338092.3,776391.9,45.5,142.9,46.1,144.8,615.3,8.4,3336606,15.0204646806398
"720",251227,"60611","NEAR NORTH SIDE","Office",50078,1910,1,79,2074554,1766229,76.7,167.1,80,168.4,476.2,9.5,3840982.6,15.1612387772475
"721",251226,"60654","NEAR NORTH SIDE","Office",150246,1920,1,89,5269076.5,5747896.8,73.3,150.3,77.8,153.6,1276.5,8.5,11013031.8,16.2145898386395
"722",251225,"60654","NEAR NORTH SIDE","Office",109032,1910,1,81,5451253.5,2612161.4,74,182.1,77.2,185.5,1143.5,10.5,8068368,15.9034617893115
"723",251224,"60611","NEAR NORTH SIDE","Office",140923,1986,1,58,10561184.1,7887067.2,74.9,235.3,76.9,241.4,1946.6,13.8,10555132.7,16.1721228114262
"724",251223,"60661","NEAR WEST SIDE","Office",119829,1908,1,86,4551529.5,4060036.4,71.9,154.8,75.8,156.1,1054.6,8.8,8615705.1,15.9690972702131
"725",251222,"60608","LOWER WEST SIDE","Office",69803,1908,1,58,4603995.8,15864.8,66.2,207.3,68.4,214.3,849.5,12.2,4620958.6,15.3461127307125
"726",251221,"60606","LOOP","Office",188368,1927,1,93,5980911.9,6206262.5,64.7,134.3,69.4,138.4,1432.1,7.6,12187409.6,16.3159139768248
"727",251220,"60604","LOOP","College/University",219500,1915,3,68,9621277,8571221.3,82.9,178.6,86.8,180.1,2228.7,10.2,18196550,16.7167425736386
"728",251219,"60657","LAKE VIEW","Multifamily Housing",220800,1961,1,54,4792055.1,15260519,90.8,140.7,96.5,143.6,1693.8,7.7,20048640,16.8136718789923
"729",251218,"60605","NEAR SOUTH SIDE","Multifamily Housing",362406,2003,1,33,12111061.2,20226770.7,89.2,163.5,95.2,168.1,3306.7,9.1,32326615.2,17.2914014488913
"730",251217,"60657","LAKE VIEW","Multifamily Housing",427429,1966,1,46,10126055.1,30084006.1,94.1,148.3,103.1,157.7,3464.4,8.1,40221068.9,17.5099015182858
"731",251216,"60614","LINCOLN PARK","Multifamily Housing",252000,1927,1,90,3795092.5,13592799.9,69,103.9,74.5,109.7,1421.5,5.6,17388000,16.6712908710908
"732",251215,"60616","NEAR SOUTH SIDE","Multifamily Housing",169000,1966,1,64,3844877,11268128.5,89.4,141.4,96.5,146.8,1307.2,7.7,15108600,16.5307746760847
"733",251214,"60613","UPTOWN","Mixed Use Property",420494,2010,1,72,16370059.5,13603772,71.3,156.2,73.6,157.3,3739.9,8.9,29981222.2,17.2160818169859
"734",251213,"60605","LOOP","Multifamily Housing",418548,1915,1,40,15320869.5,13103500.1,67.9,147.8,70.1,147.9,3519.9,8.4,28419409.2,17.1625828922398
"735",251212,"60610","NEAR WEST SIDE","Office",128486,1909,1,82,5366376.5,3611585.8,69.9,160.7,72.9,160.1,1181,9.2,8981171.4,16.0106408772054
"736",251211,"60620","CHATHAM","Retail Store",174739,1983,1,84,16878317.8,2583447.4,111.4,318.8,112.2,317.2,3248.3,18.6,19465924.6,16.7841760385408
"737",251210,"60628","ROSELAND","Senior Care Community",76788,2006,1,41,4027565.7,3425499.9,97.1,211.5,101.5,216.2,924.3,12,7456114.8,15.8245450322247
"738",251209,"60617","SOUTH CHICAGO","Senior Care Community",144411,2009,2,82,4624723.7,5333300.4,69,139.3,74.9,145.2,1135.7,7.9,9964359,16.1145251844221
"739",250176,"60666","OHARE","Office",166041,1943,1,67,9266135.6,4894307.5,85.3,206.2,88.4,208,1967.9,11.9,14163297.3,16.4661644792916
"740",250175,"60640","EDGEWATER","Multifamily Housing",163945,2007,1,18,5891674.4,12074711.8,109.6,190.2,116.5,195.3,1727.3,10.5,17968372,16.7041236592189
"741",250173,"60607","NEAR WEST SIDE","Office",94322,1921,1,86,3454544.2,3917492.1,78.2,158.6,83.7,164.5,844.8,9,7375980.4,15.8137393869482
"742",250171,"60602","LOOP","Multifamily Housing",927832,2005,1,24,48009569.6,17455677.1,70.6,182.2,74.2,189.2,9776.3,10.5,65504939.2,17.9976361053961
"743",250167,"60601","LOOP","Residence Hall/Dormitory",318360,1999,1,17,8222084.1,19259997.5,114.2,172.5,118.9,177.6,3005.6,9.4,36356712,17.4088893941417
"744",250165,"60611","NEAR NORTH SIDE","Other",1850056,2001,3,82,72155065.3,88348747.6,86.8,172.6,91.4,177.5,17992.3,9.7,160584860.8,18.8943330885329
"745",250164,"60656","OHARE","Office",193449,1987,1,98,4402002,4374853.5,45.4,95.2,47.8,97.8,1043.8,5.4,8782584.6,15.9882812958682
"746",250161,"60651","WEST TOWN","Other",204256,1940,1,96,3722713.8,8957739.7,62.1,103.3,67.5,108.9,1162,5.7,12684297.6,16.3558753769952
"747",250155,"60611","NEAR NORTH SIDE","Office",188172,1983,1,57,13660153.5,6115165.2,72.6,227.9,75.4,236.8,2517.9,13.4,13661287.2,16.4300766389998
"748",250154,"60612","NEAR WEST SIDE","Laboratory",184535,1964,2,66,2331384.1,23141686.6,138,171.3,152.7,184.7,1658.9,9,25465830,17.0528481115258
"749",250151,"60611","NEAR NORTH SIDE","Multifamily Housing",139382,1904,1,89,5893052.9,3076584.9,64.4,155.9,67.6,163.4,1249.6,9,8976200.8,16.0100872772609
"750",250150,"60654","NEAR NORTH SIDE","Office",335281,1912,1,40,23291468.7,19068432.4,126.3,277.8,131.3,283,5305.9,15.8,42345990.3,17.5613842945327
"751",250149,"60624","LOOP","Office",175922,1920,1,15,27580451.6,5488.3,156.8,492.3,156.8,492.3,5084,28.9,27584569.6,17.1327671018843
"752",250148,"60606","LOOP","Office",180547,1929,1,80,7510313.6,9236667.2,92.8,184.3,99.9,189.6,1874.9,10.4,16754761.6,16.6341930504638
"753",250147,"60607","NEAR WEST SIDE","Office",175086,1915,1,41,15277714.5,4485231,87.3,274,87.3,274,2816,16.1,15285007.8,16.5423830236112
"754",250146,"60607","LOOP","Office",167574,1909,1,36,13337132.7,1452440.7,106.2,276.9,106.7,279.7,2693.6,16.1,17796358.8,16.6945044325389
"755",250145,"60601","LOOP","Office",162202,1919,1,69,7367480.4,5478737.1,79.2,178.1,82.7,180.1,1649,10.2,12846398.4,16.368574049864
"756",250144,"60603","LOOP","Office",161166,1961,1,38,8659720.8,14133711.3,141.4,260.8,154.1,274.1,2346.9,14.6,22788872.4,16.9417829221566
"757",250143,"60654","NEAR NORTH SIDE","College/University",154112,1914,1,50,4591931,5310245.7,86.6,152.1,89.3,155.5,1310.1,8.5,13346099.2,16.4067347053568
"758",250142,"60607","NEAR WEST SIDE","Office",106056,1912,1,16,11335674,17265782.8,106.9,335.6,106.9,335.6,2089.4,19.7,11337386.4,16.2436163535097
"759",250140,"60601","LOOP","Office",64967,1872,1,5,8587434.2,89371.6,133.6,416.5,136.6,425.5,1587.6,24.4,8679591.2,15.9764849887533
"760",250139,"60607","NEAR WEST SIDE","Courthouse",187268,1890,1,65,10014134.7,8144737.6,97,213.6,103.9,220.8,2278.4,12.2,18164996,16.7150070034337
"761",250138,"60615","GRAND BOULEVARD","Hospital (General Medical & Surgical)",373995,1981,2,3,39117488.2,62607603.3,272,504.2,288.8,518.6,10535.6,28.2,101726640,18.4377997736193
"762",250137,"60601","LOOP","Hotel",178645,1928,1,15,8311628.6,7364379.2,87.7,189.4,90.9,190.9,1923.2,10.8,15667166.5,16.5670777747526
"763",250134,"60604","LOOP","Office",1129407,1924,1,86,45246054.3,24528942.1,87.9,174.7,88.6,175.5,NA,NA,99274875.3,18.413403078874
"764",250133,"60609","NEW CITY","Supermarket/Grocery Store",76290,2003,1,77,9787902,2489505,160.9,437.1,159,431.2,1936.3,25.4,12275061,16.3230802010826
"765",250132,"60609","NEW CITY","Retail Store",52875,1990,1,50,2568152.7,1662892.7,80,185.5,83.2,186.5,561.7,10.6,4230000,15.2577125510225
"766",250131,"60609","NEW CITY","Retail Store",74536,1990,1,23,4751902.6,2319137,94.9,232.9,99,234.8,999.1,13.4,7073466.4,15.7718612147461
"767",250129,"60654","NEAR NORTH SIDE","Office",1506959,2007,1,82,84006237.8,6425530.4,60,179.5,61,182.6,15825.4,10.5,90417540,18.3199488330904
"768",250128,"60637","HYDE PARK","Hospital (General Medical & Surgical)",1205371,2013,1,9,139353552.3,125232290.2,253,528.4,256.1,526.7,36685.1,30.4,304958863,19.5356874500653
"769",250127,"60637","HYDE PARK","Hospital (General Medical & Surgical)",430772,1983,1,100,19808246.6,32580508.3,88.6,195.7,92.3,200.1,4870.4,11.3,38166399.2,17.4574660844056
"770",250126,"60637","HYDE PARK","Ambulatory Surgical Center",538062,1996,1,1,57470670.3,17455677.1,229.6,483.1,234.1,488.6,14980.4,27.8,123539035.2,18.6320677385852
"771",250125,"60637","HYDE PARK","Hospital (General Medical & Surgical)",394171,2006,1,42,35664987.7,69869879.2,215.6,434.6,218.2,437.8,9847.3,25,84983267.6,18.257964943312
"772",250124,"60637","HYDE PARK","Office",488322,1927,1,81,19808246.6,39027399,78.2,172.6,83.1,178.5,4870.4,10,38186780.4,17.457999950856
"773",250122,"60625","LINCOLN SQUARE","Hospital (General Medical & Surgical)",799492,1918,10,46,96983063.3,75000998.3,215.1,479.4,213,475,21859.7,27.3,171970729.2,18.9628348412259
"774",250121,"60621","ENGLEWOOD","Hospital (General Medical & Surgical)",353240,1904,1,72,24115712.3,69869879.2,266.1,422.1,254.2,407.6,8156.2,23.1,93997164,18.3587751695664
"775",250120,"60608","North Lawndale","Hospital (General Medical & Surgical)",177370,2013,1,100,11024008.2,9349878.4,114.9,250.5,120.6,253.6,2528.6,14.3,20379813,16.8300554100543
"776",250118,"60622","WEST TOWN","Hospital (General Medical & Surgical)",312898,1917,2,47,35115041.6,32580508.3,216.4,461.7,218.9,460.6,8203,26.2,67711127.2,18.0307610847904
"777",250117,"60608","North Lawndale","Hospital (General Medical & Surgical)",1009270,2013,1,62,78611285.8,125232290.2,202,374.9,200.2,369.3,21141.4,20.9,203872540,19.1330055526156
"778",250115,"60602","LOOP","Office",411500,1911,1,35,26565603.4,41443389.4,165.3,308.5,172.9,313.9,7097.9,17.2,68020950,18.0353263039262
"779",250114,"60610","NEAR NORTH SIDE","Multifamily Housing",159276,1975,1,83,3412747.2,9545447.1,81.4,130.2,83.4,129,1136,7.1,12965066.4,16.3777690984227
"780",250113,"60640","UPTOWN","Multifamily Housing",149600,1967,1,65,2953921.9,10361971.9,89,134.7,94.6,140.6,1094.8,7.3,13314400,16.4043567142547
"781",250112,"60608","NEAR WEST SIDE","Multifamily Housing",64491,1962,1,39,1571495.5,8416759.4,154.9,213.6,154.9,213.6,736.7,11.4,9989655.9,16.1170607055871
"782",250111,"60622","WEST TOWN","Multifamily Housing",190000,1958,2,79,2909272.5,11982856.8,78.4,114.3,78,113.1,1172.7,6.2,14896000,16.516603278499
"783",250109,"60653","OAKLAND","Multifamily Housing",102424,1963,1,45,2381432.7,7123504,92.8,146,97.9,151.4,817.3,8,9504947.2,16.0673229789182
"784",250108,"60621","ENGLEWOOD","Multifamily Housing",150136,1971,1,88,3483140.2,6008164.8,63.2,114.9,64.9,114.2,961.1,6.4,9488595.2,16.0656011301239
"785",250107,"60621","ENGLEWOOD","Multifamily Housing",158732,1967,1,72,3452425.4,8099816.7,72.8,121.9,77.5,128.1,1066.6,6.7,11555689.6,16.2626884797021
"786",250106,"60615","KENWOOD","Multifamily Housing",67320,1961,1,89,1507575.1,5379807.7,102.3,154.2,109.6,161.9,563.6,8.4,6886836,15.7451223212623
"787",250105,"60615","GRAND BOULEVARD","Multifamily Housing",149900,1968,1,68,2594983,8763550.9,75.8,115.7,81,120.5,943.8,6.3,11362420,16.245821976739
"788",250104,"60613","LAKE VIEW","Multifamily Housing",240781,1970,3,73,4509183.2,16940790,89.1,132.7,93.7,137.6,1730.9,7.2,21453587.1,16.881402420126
"789",250102,"60614","LINCOLN PARK","Multifamily Housing",123953,1968,1,86,1806904.1,6686869.7,68.5,102.4,71.7,104.4,688.2,5.6,8490780.5,15.9544914857464
"790",250101,"60614","LINCOLN PARK","Multifamily Housing",71000,1966,1,53,1730743.8,4933313.2,93.9,149.5,93.9,149.5,581,8.2,6666900,15.7126655422377
"791",250100,"60644","AUSTIN","Multifamily Housing",106272,1976,1,61,2877100.8,6551872.8,88.7,149.7,92.5,152.4,878.3,8.3,9426326.4,16.059017013492
"792",250099,"60616","ARMOUR SQUARE","Multifamily Housing",95888,1964,1,61,1637814.6,7184791.9,92,132.3,98.4,139,683.5,7.1,8821696,15.992724699747
"793",250098,"60616","DOUGLAS","Multifamily Housing",312210,1973,2,72,5220308.8,16053838.7,68.1,106.5,72.5,111.1,1814.9,5.8,21261501,16.8724085304555
"794",250095,"60637","WOODLAWN","Multifamily Housing",100911,1967,1,67,2314629.1,7163337.7,93.9,146.6,98.3,151.2,807.1,8,9475542.9,16.0642246054443
"795",250093,"60653","GRAND BOULEVARD","Multifamily Housing",248472,1967,2,80,4781331.1,16777396.5,86.8,131.3,93.6,138.5,1772.4,7.1,21567369.6,16.8866920637804
"796",250092,"60660","EDGEWATER","Multifamily Housing",173733,1964,1,81,3540188.8,7655050.7,64.4,110.2,67.6,113.6,1059.1,6.1,11188405.2,16.2303885500239
"797",250091,"60653","OAKLAND","Multifamily Housing",130000,1967,1,78,2016363,8193820.4,78.5,114.9,84.1,120.8,806.9,6.2,10205000,16.1383883542261
"798",250090,"60624","EAST GARFIELD PARK","Multifamily Housing",117963,1964,1,65,2117326.8,8487267.8,89.9,131.9,94.8,135.8,841.1,7.1,10604873.7,16.1768242364333
"799",250089,"60657","LAKE VIEW","Multifamily Housing",115000,1965,1,83,1788959.4,6705362.9,73.9,110.1,78,114.4,685.9,6,8498500,15.9554002352995
"800",250088,"60660","EDGEWATER","Multifamily Housing",111293,1977,1,57,2877946.9,7742729.2,95.4,154.2,99.5,158.5,941.7,8.5,10617352.2,16.1780002206583
"801",250087,"60624","WEST GARFIELD PARK","Multifamily Housing",94952,1963,1,100,707061.9,1512837,7.4,23.4,7.4,23.4,130.3,1.4,702644.8,13.4626067799465
"802",250086,"60614","LINCOLN PARK","Multifamily Housing",57000,1980,1,61,1330407,3810757.3,90.2,143.5,93.9,145.5,447.6,7.9,5141400,15.4528359738853
