"","ID","ZIP.Code","Community.Area","Primary.Property.Type","Gross.Floor.Area...Buildings..sq.ft.","Year.Built","X..of.Buildings","ENERGY.STAR.Score","Electricity.Use..kBtu.","Natural.Gas.Use..kBtu.","Site.EUI..kBtu.sq.ft.","Source.EUI..kBtu.sq.ft.","Weather.Normalized.Site.EUI..kBtu.sq.ft.","Weather.Normalized.Source.EUI..kBtu.sq.ft.","Total.GHG.Emissions..Metric.Tons.CO2e.","GHG.Intensity..kg.CO2e.sq.ft.","total_site_energy_KBTU","log_total_site_energy_KBTU"
"2327",104735,"60647","LOGAN SQUARE","Multifamily Housing",50000,1920,1,100,129505.9,1063452.3,23.9,30.5,NA,NA,80.4,1.6,1195000,13.9936567433477
"2328",159894,"60649","SOUTH SHORE","Multifamily Housing",215000,1964,1,52,4591374.9,13800623.3,85.5,134.5,93.3,142.6,1579.3,7.3,18382500,16.7269096830525
"2329",159892,"60637","HYDE PARK","Multifamily Housing",180351,1949,1,59,3548360.6,12488061,88.9,134.5,96.9,140.2,1317.3,7.3,16033203.9,16.5901723736102
"2330",159812,"60660","EDGEWATER","Multifamily Housing",273845,1965,1,99,5823468.5,17218717.2,21.3,66.8,23,72.1,1073.4,3.9,5832898.5,15.57902460459
"2331",159810,"60640","EDGEWATER","Multifamily Housing",269311,1974,1,74,5337415.5,15713276.5,78.2,123.5,81.3,124.7,1818.4,6.8,21060120.2,16.8628917721562
"2332",159807,"60680","EDGEWATER","Multifamily Housing",129764,1968,1,26,2994081.2,13010600,123.3,177.7,135,186.6,1242.9,9.6,15999901.2,16.588093105185
"2333",159800,"60640","EDGEWATER","Multifamily Housing",370000,1984,1,45,13007782.6,4733900.4,48,123.8,50.7,131.5,2649,7.2,17760000,16.6924592955283
"2334",159799,"60660","EDGEWATER","Multifamily Housing",315190,1968,1,65,13056874.4,13844109.1,41.4,130.1,43.7,137.1,2406.7,7.6,13048866,16.3842117914055
"2335",159745,"60640","UPTOWN","Multifamily Housing",105850,1980,1,20,3066743.1,10241892.3,125.7,192.6,135.2,200.4,1109.3,10.5,13305345,16.4036763921592
"2336",159740,"60640","UPTOWN","Multifamily Housing",247000,1970,1,96,1780668.2,10009348.5,47.7,65.2,51.3,68.9,859.9,3.5,11781900,16.2820750135044
"2337",159739,"60640","UPTOWN","Multifamily Housing",299019,1968,1,99,2507806.4,10915937.6,44.9,64.7,47.1,67,1042,3.5,13425953.1,16.4127001902526
"2338",159738,"60613","UPTOWN","Multifamily Housing",249600,1964,1,72,7242171.3,6295741.3,54.2,117.6,56.5,124.6,1669.3,6.7,13528320,16.420295823923
"2339",159735,"60640","UPTOWN","Multifamily Housing",135578,1922,1,3,8229112.8,4959500.1,97.3,229,100.4,232.3,1780.2,13.1,13191739.4,16.3951013886298
"2340",159733,"60640","UPTOWN","Multifamily Housing",164020,1967,1,51,3088300.1,13941595.5,103.8,148.4,113.6,158.6,1309.7,8,17025276,16.6502096213222
"2341",159729,"60613","UPTOWN","Multifamily Housing",236816,1972,1,54,4890272.9,17858862.8,96.1,144,103.7,152,1850,7.8,22758017.6,16.9404280632532
"2342",159728,"60640","UPTOWN","Multifamily Housing",278070,1989,1,82,5656376.1,18158451.3,85.6,132.4,92,139.1,2007.1,7.2,23802792,16.9853134426857
"2343",159661,"60657","LAKE VIEW","Multifamily Housing",205906,2000,1,3,8438490.2,22732000,151.4,244.6,160.5,249.4,2762.8,13.4,31174168.4,17.2551003739541
"2344",159659,"60657","LAKE VIEW","Multifamily Housing",236406,1958,1,43,4388743,17975828.4,94.6,138.1,102.8,146.7,1763.7,7.5,22364007.6,16.9229634209605
"2345",159655,"60657","LAKE VIEW","Multifamily Housing",233574,1931,1,98,631877.2,15620970.2,69.6,78.7,78.5,88,946.2,4.1,16256750.4,16.6040187897123
"2346",159652,"60657","LAKE VIEW","Multifamily Housing",210000,1927,1,96,2687891.4,9087999.7,56.1,85.6,58.3,86.9,978.1,4.7,11781000,16.2819986222283
"2347",159651,"60657","LAKE VIEW","Multifamily Housing",145000,1950,1,71,2202940.7,8763681.5,75.6,111.2,83.3,119.2,871.5,6,10962000,16.2099453045882
"2348",159649,"60657","LAKE VIEW","Multifamily Housing",279147,1970,1,53,5199161.2,24251103.1,105.5,149.7,112.1,156.6,2246.4,8,29450008.5,17.1982047566866
"2349",159647,"60657","LAKE VIEW","Multifamily Housing",193500,1952,1,52,4937201.5,12010977.8,87.6,145.3,95,151.4,1548,8,16950600,16.6458137893943
"2350",159646,"60657","LAKE VIEW","Multifamily Housing",118000,1967,1,18,3422273.5,10209007.9,115.5,181.9,126.8,193.8,1173,9.9,13629000,16.4277104334097
"2351",159639,"60657","LAKE VIEW","Multifamily Housing",436435,1988,1,18,13521844.7,26019999.1,90.6,159.9,95.9,164.1,3874.4,8.9,39541011,17.4928489444239
"2352",159637,"60657","LAKE VIEW","Multifamily Housing",530632,1968,1,24,15498020.5,34176066.7,93.6,159.3,96.2,156,4671.9,8.8,49667155.2,17.7208544114349
"2353",159594,"60614","LINCOLN PARK","Multifamily Housing",116380,1933,1,80,1972306.6,7939700.6,85.2,124.8,92.3,131.3,785.3,6.7,9915576,16.1096174120459
"2354",159573,"60614","LINCOLN PARK","Multifamily Housing",189852,1927,1,92,2635176.3,12010977.8,77.1,110,83.7,116.9,1123.7,5.9,14637589.2,16.4991033808063
"2355",159571,"60614","LINCOLN PARK","Multifamily Housing",287000,1975,1,100,1946798.5,6116704.4,28.1,43.7,30.9,46.7,683.7,2.4,8064700,15.9030070710815
"2356",159567,"60614","LINCOLN PARK","Multifamily Housing",136465,1983,1,75,5054847.3,79720.2,37.6,116.9,37.7,117,935.9,6.9,5131084,15.4508275008679
"2357",159565,"60610","NEAR NORTH SIDE","Multifamily Housing",181766,1974,1,18,7549810.9,4415185.4,65.8,155.9,67.1,157.3,1626.1,8.9,11960202.8,16.2970952628647
"2358",159564,"60610","NEAR NORTH SIDE","Multifamily Housing",218500,1975,1,30,8893101.6,5015908.8,63.7,151.9,68.5,164.2,1905.6,8.7,13918450,16.4487258560959
"2359",159561,"60614","LINCOLN PARK","Multifamily Housing",129153,1987,1,7,9295253.6,6625430.9,72,226,72,226,1713.3,13.3,9299016,16.045419146074
"2360",159560,"60614","LINCOLN PARK","Multifamily Housing",621923,1987,1,27,18826177.4,39069103.6,93.1,161,99.4,165.4,5545.2,8.9,57901031.3,17.874245754129
"2361",159537,"60611","NEAR NORTH SIDE","Hotel",316063,1976,1,34,21155314.4,13780199.7,110.5,256,110.4,252.1,4631.3,14.7,34924961.5,17.3687123607445
"2362",159534,"60611","NEAR NORTH SIDE","Multifamily Housing",330285,1990,1,50,9432003.1,13696687.6,70,133.2,73.5,135,2466,7.5,23119950,16.9562064391364
"2363",159529,"60611","NEAR NORTH SIDE","Retail Store",176600,2000,1,40,16034946.5,1635699.9,100.1,294.8,101.3,296.1,3042.5,17.2,17677660,16.6878122534732
"2364",159528,"60661","NEAR WEST SIDE","Multifamily Housing",333262,2008,1,22,11733253.8,20804817.8,97.6,176.1,97.3,174.9,3267.7,9.8,32526371.2,17.2975617398139
"2365",159525,"60601","LOOP","Multifamily Housing",443853,1980,1,4,24109911.9,22024530.6,103.9,222.7,111.7,237.9,5613.8,12.6,46116326.7,17.646677603619
"2366",159524,"60601","LOOP","Multifamily Housing",605561,1988,1,1,43427867.8,34761599.9,129.1,285.5,133.5,299.3,9851,16.3,78177925.1,18.1744978779411
"2367",159513,"60611","NEAR NORTH SIDE","Multifamily Housing",573707,2008,1,1,45098997.1,7874776.3,92.3,261.2,95.6,271.4,8731,15.2,52953156.1,17.7849182335234
"2368",159510,"60661","NEAR WEST SIDE","Multifamily Housing",2750000,1986,4,59,42138677.7,225529849.8,97.3,134.2,95.9,132.4,19746,7.2,267575000,19.4049104588347
"2369",159494,"60631","NORWOOD PARK","Multifamily Housing",404455,1978,4,9,17467925.1,27348901.5,110.8,206.6,116.7,209.6,4672.3,11.6,44813614,17.6180225351504
"2370",159425,"60608","DOUGLAS","Multifamily Housing",740173,1970,3,100,2841019.2,2021984,3.8,12.1,3.6,11.4,525.3,0.7,2812657.4,14.8496402883733
"2371",159424,"60616","DOUGLAS","Multifamily Housing",289267,1960,1,24,5121272.1,32123033.8,128.8,172.2,141.9,186,2650.2,9.2,37257589.6,17.4333662296871
"2372",104635,"60626","ROGERS PARK","Multifamily Housing",65128,1929,1,37,625634.6,5456165.5,93.4,118.1,102.2,126.2,405.1,6.2,6082955.2,15.6210011884886
"2373",104549,"60640","UPTOWN","Multifamily Housing",148138,1980,1,1,12318783.7,3603606.6,107.5,286.7,115.1,307.8,2462,16.6,15924835,16.5833903983013
"2374",104511,"60625","EDGEWATER","Multifamily Housing",70000,1973,1,84,781443.5,4641624,77.5,104.7,82.3,109,390.6,5.6,5425000,15.5065284573908
"2375",104430,"60660","EDGEWATER","Multifamily Housing",51840,1920,2,69,429945.4,3627102.1,78.3,99.5,83.9,104.1,271.9,5.2,4059072,15.2164649340229
"2376",104340,"60091","UPTOWN","Multifamily Housing",50100,1930,1,89,540147.9,3949053.3,89.6,116.6,97.5,124.2,309.3,6.2,4488960,15.3171316070538
"2377",104300,"60657","LAKE VIEW","Multifamily Housing",71532,1917,1,51,701855.2,5798700,90.9,115.9,90.2,113.9,437.8,6.1,6502258.8,15.6876601821914
"2378",104288,"60657","LAKE VIEW","Multifamily Housing",89000,1966,1,83,1279844.6,4963309.5,70.1,103.7,75.4,109.2,499.5,5.6,6238900,15.6463144427548
"2379",104278,"60657","LAKE VIEW","Multifamily Housing",55296,1931,1,32,1011204.2,4827919.3,105.6,149.1,115,158.9,442.8,8,5839257.6,15.5801142234359
"2380",104263,"60657","LAKE VIEW","Multifamily Housing",57863,1967,1,54,987770.6,3985496.7,85.9,125.9,91.2,130.1,393.8,6.8,4970431.7,15.4190172554676
"2381",104261,"60642","LAKE VIEW","Multifamily Housing",54927,1965,1,58,915647.7,3702833.9,84.1,123.1,88.5,123.4,365.4,6.7,4619360.7,15.3457668768596
"2382",104250,"60657","LAKE VIEW","Multifamily Housing",50589,1967,1,44,1015315.7,3406628.1,87.4,133.7,92.4,134.6,368.1,7.3,4421478.6,15.3019847229998
"2383",104239,"60657","LAKE VIEW","Multifamily Housing",52304,1924,1,98,193259.1,3099546.1,63,73.8,69.4,80.6,200.3,3.8,3295152,15.0079628553555
"2384",104238,"60657","LAKE VIEW","Multifamily Housing",71310,1970,1,53,1250917.7,4872269,85.9,126.8,93.6,135,489.4,6.9,6125529,15.6279756780126
"2385",104237,"60613","LAKE VIEW","Multifamily Housing",62762,1970,1,25,1179978.8,5514442.3,106.7,151.3,113,156.7,510.4,8.1,6696705.4,15.7171262320784
"2386",104226,"60657","LAKE VIEW","Multifamily Housing",72700,1969,1,90,1190777.8,4540152.4,78.8,117,84.1,122.5,460.6,6.3,5728760,15.5610096603854
"2387",104208,"60640","UPTOWN","Multifamily Housing",50000,1918,1,100,189482,1870398.1,41.2,51.2,44.5,54.7,134.3,2.7,2060000,14.5382165407658
"2388",104206,"60640","UPTOWN","Multifamily Housing",59400,1925,1,55,1493562.1,3098519.8,77.3,133.7,82.8,143.2,439.9,7.4,4591620,15.3397434609441
"2389",104105,"60613","LAKE VIEW","Multifamily Housing",60918,1970,1,90,795170,3237235.1,66.2,96.8,69.3,99.1,318.5,5.2,4032771.6,15.2099644394722
"2390",104100,"60613","UPTOWN","Multifamily Housing",121026,1979,1,94,3827073.2,4243433.4,31.6,99.3,33.8,106,705.4,5.8,3824421.6,15.1569177981223
"2391",104095,"60639","HERMOSA","Strip Mall",53267,1957,1,96,556498.9,449409.2,18.9,41.7,NA,NA,126.4,2.4,1006746.3,13.8222342035145
"2392",103970,"60657","LAKE VIEW","Multifamily Housing",52080,1970,1,86,612723.5,2932718.2,68.1,96.1,74.3,102.6,268.7,5.2,3546648,15.0815134900379
"2393",103965,"60657","LAKE VIEW","Multifamily Housing",51574,1967,1,44,893722.2,3889873.8,92.8,133.6,99.8,139.1,371.3,7.2,4786067.2,15.3812195883047
"2394",103962,"60657","LAKE VIEW","Multifamily Housing",75300,1973,1,97,247010,5378162,74.7,85.3,81.5,92.6,331.2,4.4,5624910,15.5427155059268
"2395",103933,"60657","LAKE VIEW","Multifamily Housing",50825,1968,1,93,704393.8,2886112.2,70.6,103.1,75.8,107.4,283.1,5.6,3588245,15.0931737829957
"2396",103871,"60607","NEAR WEST SIDE","Multifamily Housing",76000,1998,1,100,1375999.5,1552937.1,38.5,78.3,40.1,78.2,336.1,4.4,2926000,14.8891468605622
"2397",103849,"60616","NEAR SOUTH SIDE","Multifamily Housing",59040,1997,1,76,1265732.6,2137978.9,57.7,105.3,60.4,105.7,346.9,5.9,3406608,15.0412276327884
"2398",103816,"60611","NEAR NORTH SIDE","Office",1930764,1971,1,83,91439279.8,29036247.9,89,191.1,89,191.2,22197.6,11.5,171837996,18.9620627072056
"2399",103815,"60661","NEAR WEST SIDE","Office",330217,1928,1,91,11000154.9,14934932.3,78.5,152.1,84.1,156.5,2820.8,8.5,25922034.5,17.0706039178804
"2400",103812,"60654","NEAR NORTH SIDE","Office",130007,1998,1,79,5918352.8,1302601.9,55.5,153.5,57.3,155.6,1160.1,8.9,7215388.5,15.7917265948943
"2401",103804,"60601","LOOP","Office",230000,1917,1,79,13533899.3,8571221.3,58.8,184.8,58.8,184.8,2494.6,10.8,13524000,16.4199764428099
"2402",103798,"60611","NEAR NORTH SIDE","Office",383007,1923,4,95,16754359.9,16671986.9,87.3,183.1,91.7,185,3973.7,10.4,33436511.1,17.3251590076037
"2403",103789,"60616","DOUGLAS","K-12 School",165000,1954,1,79,2980695.9,7430187.7,63.1,104,68.2,109.4,944.1,5.7,10411500,16.1584215224299
"2404",103782,"60611","NEAR NORTH SIDE","Hotel",3e+05,1924,1,29,17234854.8,25063699.6,141,268.1,146.3,273.7,4508,15,42300000,17.5602976440165
"2405",103781,"606114594","NEAR NORTH SIDE","Office",359409,1969,1,95,13547520,10006359.1,65.5,147.6,69.2,151.4,3028.6,8.4,23541289.5,16.9742664373955
"2406",103778,"60640","UPTOWN","Hospital (General Medical & Surgical)",412000,1952,4,36,38837124.1,85150431.4,300.9,513,295.1,506.8,11681.3,28.4,123970800,18.6355566119677
"2407",103767,"60603","LOOP","Hotel",326000,2015,1,80,9354458.6,13034410.2,98.8,162.2,98.9,163.3,NA,NA,32208800,17.2877502651027
"2408",103766,"60654","NEAR NORTH SIDE","Office",282343,1969,1,75,19904260.3,4260999.5,85.6,237.2,87.8,239.6,3895.1,13.8,24168560.8,17.0005632060164
"2409",103761,"60654","NEAR NORTH SIDE","Office",393839,2000,1,83,28200347.2,2512058.4,78,231.5,78,231.5,5331.3,13.5,30719442,17.2404063020163
"2410",103759,"60661","NEAR WEST SIDE","Office",347691,1922,1,61,22522158.2,10188957.5,94.1,234.2,97.3,235.5,4692.5,13.5,32717723.1,17.3034274798692
"2411",103748,"60611","NEAR NORTH SIDE","Laboratory",362800,1977,1,3,80649717,25063699.6,419.6,935.4,424.7,929.9,19618.5,54.1,152230880,18.8409088737453
"2412",103745,"60611","NEAR NORTH SIDE","Mixed Use Property",2136748,1989,1,17,155648206.6,45158996.1,94,250.9,94.8,252.7,31087.9,14.5,200854312,19.1180903872969
"2413",103743,"60602","LOOP","Office",372137,1966,1,93,8283486.4,13516874.8,82.2,131.6,85,134.7,2707.6,7.3,30589661.4,17.236172647089
"2414",103739,"60602","LOOP","Office",433246,1981,1,81,21592521.3,529565.3,51.1,157.8,53.2,164.4,4008.1,9.3,22138870.6,16.9128454722002
"2415",103738,"60615","KENWOOD","Multifamily Housing",89000,1970,1,81,1444558.9,5903296.2,82.6,120.6,88.5,125.4,579.8,6.5,7351400,15.8104013292412
"2416",103733,"60631","OHARE","Office",310839,1969,1,48,24243805.6,20095166,142.6,312.8,142.5,312.4,5536,17.8,44325641.4,17.607073880209
"2417",103731,"60614","LINCOLN PARK","Multifamily Housing",52500,2000,1,75,880149.3,2768564.9,69.5,108,74.6,113.3,309.3,5.9,3648750,15.1098952011505
"2418",103721,"60604","LOOP","Office",337879,1886,1,70,24286394.2,12480415.8,71.9,225.7,72.2,226.6,4476.5,13.2,24293500.1,17.0057193869334
"2419",103716,"60603","LOOP","Hotel",1695000,1925,3,35,76179246.3,165800763.3,131.8,230.8,138.2,235.5,21636.4,12.8,223401000,19.2244789208651
"2420",103712,"60606","NEAR NORTH SIDE","Mixed Use Property",2581144,1976,1,9,177583272.2,77375637,98.8,247.5,99.7,248.5,36842.1,14.3,255017027.2,19.3568408742268
"2421",103711,"60602","LOOP","Office",776691,1978,1,92,39032631.7,182215.4,50.3,157.8,52.6,165,7194.5,9.3,39067557.3,17.4808029439608
"2422",103699,"60602","LOOP","Office",821526,1965,1,91,30836861,27273247.4,70.7,152.7,75.8,158.2,7132.5,8.7,58081888.2,17.8773644382829
"2423",103698,"60602","LOOP","Office",471436,2008,1,88,52424800,12426120.9,111.2,349.2,112.7,354,9663,20.5,52423683.2,17.7748690166495
"2424",103696,"60606","LOOP","Office",1248730,2004,1,80,84648171.5,78570,67.8,212.9,69.3,217.8,15602.4,12.5,84663894,18.254199787747
"2425",103692,"60604","LOOP","Office",1274198,1974,1,54,93474333.1,57291151.5,118.3,277.6,123.2,282.6,20272.3,15.9,150737623.4,18.8310512900353
"2426",103687,"60603","LOOP","Office",1114203,1903,1,91,42536789.8,35501126.5,70,153.3,74.3,157.8,9726.1,8.7,77994210,18.1721451511294
"2427",103685,"60602","LOOP","Office",829068,1910,1,70,38946444.6,18917285.4,69.8,171.5,72.6,174.4,8183.4,9.9,57868946.4,17.8736914670598
"2428",103684,"60611","NEAR NORTH SIDE","Medical Office",675000,1980,1,58,88964453.9,240000,132.2,414.2,134.2,420.8,16410.8,24.3,89235000,18.3067838972723
"2429",103682,"60653","KENWOOD","Multifamily Housing",100332,1955,1,100,2356920.9,4729449.4,23.5,73.8,23.5,73.8,435.8,4.3,2357802,14.6732403870882
"2430",103681,"60626","ROGERS PARK","Residence Hall/Dormitory",113750,1991,1,58,3800708.7,7069824.2,95.6,170.2,101.2,175.4,1076.1,9.5,10874500,16.2019311568706
"2431",103679,"60606","NEAR WEST SIDE","Office",1222064,1983,1,79,74285142.8,493809.3,60.8,190.9,62.8,197.1,13692.3,11.2,74301491.2,18.1236415794731
"2432",103664,"60603","LOOP","Financial Office",580000,1963,1,86,26932577.6,20737299.8,82.2,183.3,86,187.3,6065.7,10.5,47676000,17.6799386845847
"2433",103661,"60611","NEAR NORTH SIDE","Multifamily Housing",1043516.8,1983,1,76,48832271,4751354.3,46.8,146.9,49.2,154.5,9000.8,8.6,48836586.24,17.703990307958
"2434",103656,"60654","NEAR NORTH SIDE","Office",4101281,1930,1,75,127962385.6,78814190.6,63.4,131.2,65.2,133.1,30588.7,7.5,260021215.4,19.3762737833432
"2435",103655,"60637","HYDE PARK","Multifamily Housing",81561,1966,1,36,1673028.5,9106365.7,82.3,138.7,89.6,147.5,642.7,7.9,6712470.3,15.7194775932085
"2436",103653,"60654","NEAR NORTH SIDE","Office",1883966,1975,1,49,144127042.6,4706927.2,101.6,265.4,101.8,269.8,29056.1,15.4,191410945.6,19.0699332223909
"2437",103651,"60605","LOOP","Office",1157744,1984,1,60,94741515.8,724173.9,81.8,257,82.8,260,17462.9,15.1,94703459.2,18.3662610854723
"2438",103647,"60603","LOOP","Office",1547120,1934,1,71,71111027.4,67890572.5,113.1,213.6,116.4,217.2,18605.9,12,174979272,18.9801780791583
"2439",103645,"60601","LOOP","Office",760086,1985,1,84,46527430.9,659585.7,61.2,192.2,62.3,195.6,8576,11.3,46517263.2,17.6553340532737
"2440",103644,"60601","LOOP","Office",698645,1984,1,73,45164029.8,2364135,64.6,203,64.6,203,8324.7,11.9,45132467,17.6251124346123
"2441",103643,"60601","LOOP","Office",857412,1972,1,83,31543684.1,30037553.6,99.3,179.8,101.4,182.1,8652.6,10.1,85141011.6,18.2598193999005
"2442",103641,"60602","LOOP","Office",477171,1929,1,84,12839936,24650916.4,82.6,142.8,88.8,149.3,3777.1,7.9,39414324.6,17.4896398767211
"2443",103640,"60602-3902","LOOP","Office",554777,1929,1,79,18464287.1,25863911.2,79.9,153.5,85.6,158.5,4777.1,8.6,44326682.3,17.607097362955
"2444",103639,"60601","LOOP","Office",518217,1930,1,83,17445078.3,19984889,95.3,169.3,98.5,172.8,4906.6,9.5,49386080.1,17.7151791630987
"2445",103638,"60605","NEAR SOUTH SIDE","Mixed Use Property",1300557,1921,1,59,66879792.6,86143492.4,117.7,230.7,120.6,232.7,16862,13,153075558.9,18.846442206473
"2446",103634,"60604","LOOP","College/University",380371,1928,1,72,16251216.1,14654624.9,81.3,174.6,85.4,176.7,3773.8,9.9,30924162.3,17.2470483877595
"2447",103632,"60654","NEAR NORTH SIDE","Hospital (General Medical & Surgical)",2200000,1999,1,57,196467634.4,308731891.8,229.6,427.8,228.3,423.6,52611.4,23.9,505120000,20.040306582774
"2448",103630,"60612","NEAR WEST SIDE","Hospital (General Medical & Surgical)",1802093,2002,4,17,187360255.8,331067723.3,287.7,519.4,293.1,520.8,52119,28.9,518462156.1,20.0663775956992
"2449",103628,"60607","NEAR WEST SIDE","Office",562792,1923,1,90,16575192.3,25143121.2,74.1,139.4,77,142.4,4390.6,7.8,41702887.2,17.5460809217823
"2450",103624,"60616","DOUGLAS","College/University",2944091,1896,50,34,149363712,346410557.1,168.4,282.8,181.7,296.8,45930.4,15.6,495784924.4,20.0216527704875
"2451",103621,"60610","NEAR NORTH SIDE","Hotel",369707,2000,1,16,15205298.2,23435999.3,104.5,195.7,108.3,198.6,4047.5,10.9,38634381.5,17.4696531504214
"2452",103620,"60642","NEAR NORTH SIDE","Automobile Dealership",275000,2008,1,32,10212146.7,7194402.6,63.3,144.1,68,149.5,2264.4,8.2,17407500,16.6724117057988
"2453",103617,"606051996","LOOP","College/University",153876,1925,1,29,7603781.9,5385408.3,84.4,191.9,89.1,195,1687.6,11,12987134.4,16.379469763849
"2454",103615,"60611","NEAR NORTH SIDE","Hospital (General Medical & Surgical)",945000,2007,1,54,88297680.8,107807279.3,207.5,413.2,210.8,413.1,22001.3,23.3,196087500,19.0940715461466
"2455",103614,"60611","NEAR NORTH SIDE","Hospital (General Medical & Surgical)",1250000,2012,1,49,119217259,155059794,221,431.3,226.5,434.6,30354.2,24.3,276250000,19.4368168107962
"2456",103611,"60603","LOOP","Office",490273,1927,1,71,23675902.1,29034790.9,107.5,213.8,114.3,220.1,5906.1,12,52704347.5,17.7802085053652
"2457",103608,"60616","LOWER WEST SIDE","Office",406780,1911,1,93,13788676.8,5715467.1,47.9,121.2,48.8,119.9,2845.1,7,19484762,16.7851432821564
"2458",103606,"60606","LOOP","Office",4518811,1973,1,66,406996666.8,1016321.4,90.3,283,90.3,283,75072,16.6,408048633.3,19.8268969245295
"2459",103604,"60661","NEAR WEST SIDE","Office",1028492,1983,1,88,53815599.4,525338.6,52.9,164.9,54.6,170.5,9948.4,9.7,54407226.8,17.8120075485912
"2460",103602,"60603","LOOP","Office",882560,1985,1,80,62091507.8,1340836,71.9,222.6,73.3,226.9,11519.9,13.1,63456064,17.965858318874
"2461",103601,"60603","LOOP","Office",760892,1929,1,91,20621322.8,16847722.8,69.8,128.9,71.1,130.4,5521.6,7.3,53110261.6,17.7878807180125
"2462",103600,"60603","LOOP","Office",871962,1986,1,72,54233569.4,724173.9,63,196.2,65.5,204,10034.9,11.5,54933606,17.8216358503514
"2463",103598,"60601","LOOP","Office",1217630,1986,1,88,59741663.4,4755468.7,53,158.2,53.5,159.4,11266.6,9.3,64534390,17.9827088179715
"2464",103597,"60602","LOOP","Office",1095104,1974,1,91,42163380.6,26456116.6,62.7,146.3,64.9,147.4,9176.8,8.4,68663020.8,18.0447213415305
"2465",103596,"60661","NEAR WEST SIDE","Office",433994,2001,1,66,42756795.6,6176166,98.5,309.4,99.4,312,7881,18.2,42748409,17.5708425362802
"2466",103595,"60604","LOOP","Office",1559956,1930,1,72,97720089.4,165800763.3,105,239.1,104,241.1,21494.3,13.8,163795380,18.9141285238573
"2467",103594,"60611","NEAR NORTH SIDE","Office",1006126,1988,1,82,90499785.6,78570,89.9,282.4,89.9,282.4,16681,16.6,90450727.4,18.3203158117854
"2468",103317,"60611","NEAR NORTH SIDE","Multifamily Housing",162398,1958,1,82,2422257.3,8399554.2,66.6,101.1,72.4,105.3,892.6,5.5,10815706.8,16.1965099689093
"2469",103315,"60611","NEAR NORTH SIDE","Multifamily Housing",163000,1969,1,46,4000389.2,8302149,75.5,130.5,80.9,134.2,1178.3,7.2,12306500,16.3256381360439
"2470",103312,"60611","NEAR NORTH SIDE","Multifamily Housing",62000,1913,1,44,2573832,5629500,132.3,225.7,144.2,238.2,773.4,12.5,8202600,15.9199617351481
"2471",103310,"60610","NEAR NORTH SIDE","Multifamily Housing",583000,1929,10,65,10504865.6,50277805.1,104.3,147.1,111.7,153.7,4606.8,7.9,60806900,17.9232138273394
"2472",103278,"60654","NEAR NORTH SIDE","Multifamily Housing",185571,1998,1,99,2683360.6,4584168.3,39.2,71.3,40.9,72.2,738.1,4,7274383.2,15.7998695839224
"2473",103273,"60628","WEST PULLMAN","Multifamily Housing",193164,1971,3,1,44058405.4,12747563.8,294.1,785.5,NA,NA,8798,45.5,56809532.4,17.8552146935542
"2474",103271,"60640","NEAR NORTH SIDE","Multifamily Housing",130200,1963,1,93,1695630.9,5561424.8,55.7,85.7,59.8,88.2,607.9,4.7,7252140,15.7968071556898
"2475",103264,"60616","DOUGLAS","Multifamily Housing",67133,1964,1,26,1248826.1,6940274.2,122,167,135.7,181.3,598.8,8.9,8190226,15.9184520500761
"2476",103182,"60642","NEAR NORTH SIDE","Multifamily Housing",120728,1988,1,10,3529608.2,9451512.5,107.5,174,115.9,179.4,1152.6,9.5,12978260,16.3787862078661
"2477",103036,"60202","LINCOLN SQUARE","Multifamily Housing",58000,1927,1,99,130492.9,2630696.6,47.6,54.7,52.7,60.2,163.9,2.8,2760800,14.8310310507659
"2478",102987,"60653","OAKLAND","Multifamily Housing",55828,1972,1,100,466648,3366800.2,8.4,26.2,8.4,26.5,86.3,1.5,468955.2,13.0582625204778
"2479",102946,"60617","SOUTH CHICAGO","Multifamily Housing",61000,2001,1,17,2360716.1,3471117.8,95.6,181.3,103,187.7,619.5,10.2,5831600,15.5788019632128
"2480",102926,"60637","HYDE PARK","Multifamily Housing",59558,1920,1,90,461571.9,3752287.3,70.8,90.5,76.4,95.5,284.4,4.8,4216706.4,15.2545649073502
"2481",102914,"60620","WASHINGTON HEIGHTS","Multifamily Housing",72000,2000,1,65,1442713,2336920.4,52.5,97,56.1,99.8,390,5.4,3780000,15.1452345675958
"2482",102854,"60615","HYDE PARK","Multifamily Housing",146499,1968,5,80,1605588.3,18151376.1,134.9,164.5,146.3,176.5,1260.1,8.6,19762715.1,16.7993076446911
"2483",102838,"60633","HEGEWISCH","Senior Care Community",60600,2002,1,26,1840545.4,4729899.9,108.4,177.3,120.1,188.7,590.5,9.7,6569040,15.697878261063
"2484",102825,"60640","UPTOWN","Multifamily Housing",67500,2003,1,18,2131051.6,2757284.9,72.4,142,76.6,144.1,539.3,8,4887000,15.4020891762523
"2485",102803,"60609","NEW CITY","Senior Care Community",89556,2004,1,46,2716938.1,5056700.1,86.8,154.5,91.9,158.7,769.4,8.6,7773460.8,15.8662260285857
"2486",102766,"60660","EDGEWATER","Multifamily Housing",54000,1962,1,30,1356273.8,4962500.3,117,175.4,127.2,186,513.6,9.5,6318000,15.6589132603442
"2487",102745,"60615","HYDE PARK","Multifamily Housing",88384,1920,1,92,1235531.3,3067463,48.7,80.3,48.6,80,390.7,4.4,4304300.8,15.2751252668575
