"","carto_id","h2o_indoorallsources_KGAL","energy_star_score","property_gfa_self_reported_SF","property_id","department","property_name","ghg_emissions_indirect_MTCO2e","ghg_emissions_direct_MTCO2e","total_ghg_emissions_intensity_KGCO2eSF","total_ghg_emissions_MTCO2e","h2o_allsources_KGAL","weather_norm_source_eui_KBTUSF","weather_norm_site_eui_KBTUSF","source_eui_KBTUSF","site_eui_KBTUSF","total_site_energy_KBTU","log_total_site_energy_KBTU"
"148",152,0,0,10730,3935411,"Libraries:","Libraries: 51/015 Palisades Library",64.4,1.3,6.1,65.7,488.7,219.6,71.5,219.6,71.5,767195,13.55049629
"149",153,0,0,12500,3935412,"Libraries:","Libraries: 51/059 Northridge Library",69.3,18.1,7,87.3,689.3,226.9,94.4,229.1,91.1,1138750,13.94544173
"150",154,0,0,23596,3935413,"Libraries:","Libraries: 51/009 San Pedro Regional Library",77.9,1.8,11.9,79.7,227.2,405,132.4,426.9,139.3,3286922.8,15.00546237
"151",155,0,0,9636,3935414,"Libraries:","Libraries: 51/045 Mark Twain Library",46.7,2.7,5.2,49.4,68,177,61.1,184.4,62.4,601286.4,13.30682664
"152",156,0,0,15197,3935419,"Cultural","Cultural Affairs: 19/8 Madrid Theater",60.1,3.9,5.7,64.1,117.8,183.2,62.7,199.7,68,1033396,13.84836102
"153",157,0,0,39839,3935421,"Cultural","Cultural Affairs: 19/101 Warner Grand Theater",94.1,3.6,2.5,97.7,0,82.1,27.3,87.3,28.9,1151347.1,13.95644321
"154",158,0,0,48777,3935422,"Cultural","Cultural Affairs: 19/4 Barnsdall Gallery",95.6,56.1,3.1,151.7,693.1,93.7,44.2,93.7,44.2,2155943.4,14.58373896
"155",159,0,0,7259,3935423,"Cultural","Cultural Affairs: 19/38 Lankershim Arts Center",26.6,0,3.7,26.6,26.8,121.6,38.7,132.6,42.2,306329.8,12.63241758
"156",160,0,0,10766,3935425,"Street","Street Maintenance (BSS): 08/041 Granada Hills Street Maintenance Yard",11.1,3.1,1.3,14.2,510.1,0,0,43,17.3,186251.8,12.1348548
"157",161,0,0,11311,3935426,"Street","Street Maintenance (BSS): 08/010  N Hollywood Street Maintenance",36.8,7.2,3.9,44,372.8,134.7,53.8,130.2,49.5,559894.5,13.23550365
"158",163,0,0,9445,3935428,"Street","Street Maintenance (BSS): 08/018 Reseda / Woodland hills Street Maintenance Yard",10.6,1.9,1.3,12.5,89.6,45.6,17.6,44.6,16.7,157731.5,11.9686495
"159",164,0,0,26638,3935429,"Street","Street Maintenance (BSS): 08/027 Topanga Street Maintance Yard",32.4,1.3,1.3,33.8,898.5,43.3,14.4,45,15,399570,12.89814425
"160",165,0,0,31815,3935430,"Police","Police Department: 9/17  Devonshire Police",231.7,84.2,9.9,315.9,961.3,0,0,315.8,133.7,4253665.5,15.26329164
"161",166,0,0,141472,3935431,"Police","Police Department: 9/68   Mid City Police",385.8,53.8,3.1,439.6,1568.1,0,0,106.2,38.6,5460819.2,15.51310937
"162",167,0,0,72665,3935432,"Police","Police Department: 9/12  North Hollywood Police",378,126,7.4,504,2619.2,239.1,104.8,238,99,7193835,15.78873497
"163",168,0,0,61569,3935433,"Police","Police Department: 9/27  EVOC",376.4,61.6,7.1,438,1099.6,233.9,87,241,89.3,5498111.7,15.51991526
"164",169,0,0,32921,3935434,"Police","Police Department: 9/9  Pacific Area Police",256.9,94.5,10.7,351.4,787,335.9,154.5,339.1,144,4740624,15.37167933
"165",171,0,0,32250,3935436,"Police","Police Department: 9/4  Hollywood Police",229.1,86.6,12,315.7,541.9,383.4,168.2,380.4,162.4,5237400,15.47133575
"166",172,0,0,138825,3935437,"Police","Police Department: 9/90    Rampart Police",379,70.8,3.2,449.8,2283.3,108.2,41.4,108.9,41.1,5705707.5,15.55697755
"167",173,0,0,31917,3935438,"Police","Police Department: 9/19  Southeast Police",286.1,44,10.3,330.1,805.1,339.4,129.3,351.6,129.3,4126868.1,15.23302935
"168",174,0,0,29070,3935439,"Police","Police Department: 9/8   Southwest Police",365.2,72.4,15.1,437.5,1240.9,511.6,199.1,503.8,191.6,5569812,15.53287186
"169",175,0,0,29505,3935440,"Police","Police Department: 9/10  West LA Police",308.5,49.6,12.8,358.1,8001.8,425.6,165.9,434.3,160.5,4735552.5,15.37060896
"170",176,0,0,179000,3935441,"Police","Police Department: 9/44 Metro Detention Center MDC",819.1,0,4.7,819.1,2613.3,0,0,170.4,54.3,9719700,16.08966531
"171",177,0,0,45691,3935443,"Police","Police Department: 9/13 West Valley Police",427.5,92.3,15.7,519.8,2404,510.4,203.3,520.9,200.7,9170183.7,16.03146788
"172",178,0,0,22400,3935444,"Police","Police Department: 9/42  Metro Bomb Squad",110.5,2.3,5,112.8,83.3,174.6,56.9,180.5,58.8,1317120,14.09095809
"173",179,0,0,54278,3935445,"Police","Police Department: 9/3  Hollenbeck Police",434.2,89.7,9.7,523.9,1349.6,0,0,322.2,123.3,6692477.4,15.71649468
"174",180,0,0,49159,3935446,"Police","Police Department: 9/71  Topanga Police",345.6,0,7,345.6,760.5,244.8,77.9,254.4,81,3981879,15.19726438
"175",181,0,0,66613,3935447,"Police","Police Department: 9/14  Harbor Police",428.6,75.2,7.6,503.9,11860.1,0,0,255.2,95.4,6354880.2,15.66473361
"176",182,0,0,298000,3935448,"Police","Police Department: 9/93  Police Motor transport",367.9,6.2,1.3,374.1,1052.9,45.2,14.7,45.1,14.6,4350800,15.28587029
"177",183,0,0,42153,3935449,"Police","Police Department: 9/2 Northeast Police",272.7,26.1,7.1,298.9,647.4,242.1,86.1,246.4,86.2,3633588.6,15.10573131
"178",184,0,0,39110,3935450,"Police","Police Department: 9/6  Newton Area Police",354.6,97.6,11.6,452.2,911.9,373.5,150.2,377.5,151.5,5925165,15.59471909
"179",186,0,0,30344,3935452,"Police","Police Department: 9/11  Wilshire Police",181.5,50.3,7.6,231.8,2751,249.1,101.6,249.3,100.2,3040468.8,14.92752227
"180",187,0,0,14816,3935453,"Police","Police Department: 9/53 Equestrian Center",25.3,4.2,2,29.5,463.2,67.6,25.3,67.4,25.1,371881.6,12.8263308
"181",188,0,0,176336,3935454,"Police","Police Department: 9/26  Recruit Training  Center    ARTC",538.5,96.6,3.6,635.1,4846.7,0,0,121.3,45.5,8023288,15.89785887
"182",189,0,0,47289,3935455,"Animal","Animal Services: 7/8 Northeast Valley Animal Sheter",157.2,0,3.3,157.2,3188.2,114.1,36.3,120.3,38.3,1811168.7,14.40948289
"183",190,0,0,110661,3935456,"Police","Police Department: 9/47  Valley Traffic Division",271,54.8,2.9,325.8,531.2,94.7,36.4,98.4,37.5,4149787.5,15.23856769
"184",191,0,0,23063,3935457,"Animal","Animal Services: 7/2 West LA Animal Care",129.1,80.6,9.1,209.7,2393.7,276.7,146.3,271.6,130.3,3005108.9,14.91582436
"185",192,0,0,51730,3935458,"Animal","Animal Services: 7/7 East Valley Animal Shelter",160.7,122.5,5.5,283.2,3177,164,88.9,159.2,80.4,4159092,15.24080734
"186",193,0,0,40394,3935459,"Animal","Animal Services: 7/6 West Valley Animal Shelter",174.1,104,9.1,278.1,3400.7,288.8,148.5,273.6,129.8,5243141.2,15.47243134
"187",194,0,0,44500,3935461,"Animal","Animal Services: 7/1 North Central Animal Shelter",114.6,107.2,5.9,221.9,5422.3,170.6,94.2,166,88.5,3938250,15.18624702
"188",196,0,0,13784,3935463,"Animal","Animal Services: 7/4 Harbor Animal Care",99.7,48.5,10.8,148.2,2339.3,340,163.3,331.4,149.6,2062086.4,14.53922884
"189",197,0,0,124297,3935464,"Sanitation:","Sanitation: 21/14  East Valley Solid Waste Resources facility",484.7,257,7.6,741.7,6246.9,253.2,127.7,230.8,106.4,13225200.8,16.39763472
"190",195,0,0,32430,3935462,"Municipal","LA Buildings - not tracked: South LA Animal Shelter #5 CLOSED Jan 2013",110.1,0,3.4,110.1,101.9,0,0,122.8,39.1,1268013,14.05296167
"191",185,0,0,21332,3935451,"Municipal","LA Buildings - not tracked: Police #34",57.7,0,2.7,57.7,0,0,0,97.9,31.2,665558.4,13.40838167
"192",200,0,0,19573,3935467,"Sanitation:","Sanitation: 21/32  Gaffey St Yard",81.8,13.9,20.3,95.8,20040.1,0,0,686.2,255.5,5000901.5,15.42512875
"193",201,0,0,11267,3935468,"Sanitation:","Sanitation: 20/3   Western District",162.1,30.1,17.1,192.1,467.9,573.3,216,573.3,216,2433672,14.70491179
"194",202,0,0,86301,3935469,"Sanitation:","Sanitation: 20/9  Central LA recycling transfer yard",145.5,1.8,1.7,147.3,1075.5,61.4,19.8,61.4,19.8,1708759.8,14.3512784
"195",203,0,0,17787,3935470,"Sanitation:","Sanitation: 21/1  North District Sewer Maintenance Yard",119,28.6,8.3,147.6,554.6,277.6,113.5,273.8,107.3,1908545.1,14.46185178
"196",204,0,0,25121,3935471,"Sanitation:","Sanitation: 21/36 San Fernando Rd. Consolidated Facility",296.3,145.4,17.6,441.6,1167.8,566.8,269.2,541.2,244.9,6152132.9,15.63230939
"197",215,0,75,92920,3935485,"Municipal:","Municipal: 1/3  San Pedro Municipal",303.6,44.3,3.7,348,0,0,0,127.7,46.6,4330072,15.28109473
"198",220,0,0,34279,3935490,"DOT:","DOT: 63/41 Western Parking Enforcement office",122.9,54.6,5.2,177.5,467.5,152.9,71.8,161.2,71.3,2444092.7,14.70918453
"199",221,0,0,22738,3935491,"DOT:","DOT: 63/25 Valley Area Parking enforcement",129.4,7.2,10.5,136.6,561.1,0,0,372.5,125.6,2855892.8,14.86489507
"200",222,0,0,20393,3935492,"DOT:","DOT: 63/21 Western District Traffic Yard",27.6,3.2,1.5,30.8,107,0,0,52.1,18.6,379309.8,12.84610856
"201",223,0,0,170562,3935493,"DOT:","DOT: 63/15 Hollywood Area DOT",397.2,62.2,2.7,459.4,1011.2,91.8,34.6,91.5,33.7,5747939.4,15.56435198
"202",224,0,0,17466,3935494,"DOT:","DOT: 1/24A Commercial St Traffic Yard",21.5,8.4,1.7,29.9,6,0,0,54.1,23.3,406957.8,12.91646477
"203",226,0,0,40165,3935496,"DOT:","DOT: 63/23 South Area Parking Management",33.8,0.8,5.1,34.6,69,177,58.2,182.4,59.6,2393834,14.68840682
"204",199,0,0,3723,3935466,"Municipal","City of LA - removed properties: Lopez Canyon Landfill 20/19",77.1,0,20.7,77.1,14976.8,741.6,236.2,749.7,238.8,889052.4,13.69791146
"205",219,0,0,14960,3935489,"Municipal","Municipal: 1/19  Constituent Service Ctr So Central",77.5,39.5,11.4,117,0,337.9,155.8,349,159.3,2383128,14.68392447
"206",218,0,91,10674,3935488,"Municipal","Municipal: 1/4  Sunland Tujnga Municipal",19.6,6.3,2.4,25.8,0.7,78.7,32.5,78,32.2,343702.8,12.74753261
"207",217,0,10,9957,3935487,"Municipal","Municipal: 1/22  Westchester Municipal",42.7,35.1,7.8,77.8,251.4,242.6,132.7,224.9,115.8,1153020.6,13.95789567
"208",216,0,1,25190,3935486,"Municipal","Municipal: 1/13  Hollywood Municipal",156.4,80.9,14.4,237.3,164.9,431.3,201.5,441,202.1,5090899,15.44296499
"209",213,0,85,9639,3935482,"Municipal","Municipal: 1/99  Wilmington Municipal",21.6,2.1,2.5,23.7,55.2,83.2,29.2,85.3,29.9,288206.1,12.57143113
"210",212,0,74,5600,3935481,"Municipal","Municipal: 1/1  Eagle Rock Municipal",7,9.7,3.3,16.7,281.5,88.9,52.4,88.9,52.4,293440,12.58942847
"211",211,0,23,16500,3935479,"Municipal","Municipal: 1/20  West Valley Municipal",60.2,11.5,6.1,71.8,88.8,0,0,205.7,77.9,1285350,14.06654161
"212",210,0,45,36162,3935478,"Municipal","Municipal: 1/46  Sawtelle Various City",121.2,0,4.8,121.2,84.7,173.8,55.3,173.8,55.3,1999758.6,14.50853703
"213",227,0,0,45789,3935497,"GSD","GSD Facilities: 1/72 North Hollywood Repair facility",256.1,52.2,11.5,308.2,152.8,390.1,158.3,383.6,146.5,6708088.5,15.7188246
"214",228,0,0,14832,3935498,"GSD","GSD Facilities: 1/17 GSD North District Maintenance  1/17",89,26.4,11.1,115.4,379.6,0,0,359.9,146.5,2172888,14.59156772
"215",229,0,0,25794,3935499,"GSD","GSD Facilities: 1/111  Standards Test Labs",264.8,31,11.5,295.7,339.5,0,0,395.2,140.9,3634374.6,15.1059476
"216",230,0,0,1e+05,3935500,"GSD","GSD Facilities: 01/037  7th Street Complex (GSD)",462.2,313,19,775.2,421.7,593.6,305.9,560.8,274.6,27460000,17.12824096
"217",231,0,0,34424,3935501,"GSD","GSD Facilities: 1/76 Central refuse equipment repair yard",152.6,116.9,7.8,269.5,109.2,239.6,126.5,227.5,115,3958760,15.1914414
"218",233,0,0,19076,3935503,"GSD","GSD Facilities: 1/47 36th St Building Maintenance  yard",37.3,4.9,8.7,42.2,127.9,0,0,298.4,107.7,2054485.2,14.53553586
"219",234,0,0,40165,3935504,"DOT:","DOT: 1/39 DOT facility",59,13.4,1.8,72.5,597.1,0,0,59.8,23.2,931828,13.74490353
"220",235,0,0,6000,3935506,"Residence:","Residence: Getty House (30/3)",17.8,7.3,4.2,25.1,666.2,0,0,131.7,57.2,343200,12.74606865
"221",236,0,0,55800,3976343,"Police","Police Department: 9/35      911 Metro Communication Dispatch",927.9,0,16.6,927.9,746.9,602.2,191.8,602.2,191.8,10702440,16.18598231
"222",237,0,0,54000,3976344,"Police","Police Department: 9/41  North Valley Police",478,109.7,10.9,587.7,1621.5,354.4,142,360.5,140.3,7576200,15.84052231
"223",238,0,0,118664,3991362,"Personnel","Personnel Department: Personnel building #27/8/* City Personnel",696.2,73.8,6.5,770,2377.5,220.2,78.2,224.6,79.3,9410055.2,16.05728938
"224",239,0,100,20000,3991363,"Personnel","Personnel Department:  Personnel Medical Svc Div  27/02",107.4,26.3,6.7,133.7,103.9,218.8,87.8,220.4,86.6,1732000,14.36478737
"225",240,0,0,30886,3991364,"Street","Street Lighting (BSL): 12/1  Street Lighting Field HQ",65.4,3.6,2.2,69.1,502.8,78.2,26.7,79,26.6,821567.6,13.6189695
"226",241,0,0,17000,3991366,"CDD:","CDD: CDD  47/88",65.5,2.5,4,68,664,139.2,47,142.4,47.2,802400,13.59536252
"227",242,0,100,40860,3991367,"GSD","GSD Facilities: 7th street shops, yards, offices 01/037 - 2324 East 7th",29.9,0,0.7,29.9,132.4,28.2,9,26.5,8.4,343224,12.74613857
"228",243,0,29,40860,4028627,"GSD","GSD Facilities: 7th street shops, yards, offices  01/037 - 2310 East 7th",177.1,131.3,7.5,308.4,0,235.7,125.1,220.4,110.5,4515030,15.32292239
"229",244,0,0,30000,4943343,"Animal","Animal Services: 7/9 South LA Animal Shelter  / Chesterfield Square",247.6,100.8,11.6,348.4,7147.2,388.2,175.5,365.1,158.4,4752000,15.37407614
"230",245,0,0,491023,3935250,"Police","Police Department: 9/63   Police Administration Building  PAB",2514.5,823.8,6.8,3338.3,2983.2,215.2,90.1,218.5,90.6,44486683.8,17.61070046
"231",248,0,87,417170,3935253,"Public","Public Works: Transamerica Public works 1/88",1591.2,0,3.8,1591.2,0,138,44,138,44,18355480,16.72543873
"232",250,0,0,50635,3935261,"Police","Police Department: 9/20  Central Facilities Building",1000.4,104.6,21.8,1104.9,1991.2,760.5,271.1,755.8,266.6,13499291,16.41814772
"233",252,0,0,538802,3935264,"Libraries:","Libraries: 51/100 Central Library",1705.5,393.2,4.2,2098.7,8069.7,136.7,53.8,137.7,53.6,28879787.2,17.1786525
"234",253,0,0,69146,3935265,"Police","Police Department: 9/1  Van Nuys Police",770.5,266.1,15,1036.6,4281.2,470.4,198,479.3,200.9,13891431.4,16.44678276
"235",249,0,96,185550,3935258,"Municipal","Municipal: 1/44  Fig Plaza II",477.1,24.8,2.7,501.9,1702.6,0,0,95.7,32.2,5974710,15.60304612
"236",254,0,0,1300000,3935266,"Municipal","Municipal: 1/18  Piper Tech",2443.5,626.6,4,3070.1,5218,130.4,52.5,130.4,51.7,67210000,18.0233326
"237",255,0,0,177450,3935267,"Police","Police Department: 9/7      77th Street Police",960.4,304.4,7.1,1264.8,4363.3,227.7,96.1,229.8,94.7,16804515,16.63715816
"238",256,0,0,9400,3935268,"Fire","Fire Department: 5/95  Fire Station #95",32.9,10.9,4.7,43.9,0,0,0,149.8,62.3,585620,13.28042639
"239",257,0,0,7500,3935269,"Fire","Fire Department: 5/36  Fire Station #36",28.2,6.5,4.6,34.7,264.9,147.1,58.5,153,59.5,446250,13.00863461
"240",258,0,0,24260,3935270,"Fire","Fire Department: 5/87  Fire Station #87",100.8,20.2,7.9,121,297.6,261.1,101,265.5,101.1,2452686,14.71269431
"241",259,0,0,8853,3935271,"Fire","Fire Department: 5/51  Fire Station #51",36.7,0,4.1,36.7,0,139.7,44.5,150,47.8,423173.4,12.9555373
"242",260,0,0,9700,3935272,"Fire","Fire Department: 5/92  Fire Station #92",33.8,0,3.7,33.8,226.5,125.7,40,132.9,42.3,410310,12.92466825
"243",261,0,0,11178,3935273,"Fire","Fire Department: 5/3  Fire Station #3",50.8,18.6,6.2,69.4,524.4,195.5,85.3,197.2,83.6,934480.8,13.74774636
"244",262,0,0,8010,3935275,"Fire","Fire Department: 5/64  Fire Station #64",94.8,26.8,15.2,121.6,587.2,455.9,187.1,494.4,199.4,1597194,14.2837589
"245",263,0,0,11625,3935276,"Fire","Fire Department: 5/28  Fire Station #28",28.8,15.6,5.4,44.4,274.4,0,0,163.3,75.6,878850,13.68636951
"246",264,0,0,11051,3935277,"Fire","Fire Department: 5/37  Fire Station #37",32.7,24.8,5.8,57.5,584.5,158.9,86.3,168.4,85,939335,13.75292746
"247",265,0,0,13790,3935278,"Fire","Fire Department: 5/62  Fire Station #62",60,9.2,5,69.2,418.2,171,63,170.7,62.7,864633,13.67006042
"248",266,0,0,5050,3935279,"Fire","Fire Department: 5/108 Fire Station #108",17.9,7.3,5,25.2,227.6,148.3,68,156.6,67.9,342895,12.74517956
"249",267,0,0,10968,3935280,"Fire","Fire Department: 5/98  Fire Station #98",38.4,17.3,5.1,55.7,668.9,151.5,70.5,158,70,767760,13.55123246
"250",268,0,0,10454,3935281,"Fire","Fire Department: Fire Station #85",35.8,13.5,4.7,49.3,389.7,142.7,63.6,149.4,63.8,666965.2,13.41049315
"251",269,0,0,21595,3935282,"Fire","Fire Department: 5/27  Fire Station #27",52.3,0,2.4,52.3,443.8,84.7,27,87.7,27.9,602500.5,13.30884377
"252",270,0,0,16244,3935283,"Fire","Fire Department: 5/10  Fire Station #10",39.3,14.7,3.9,54,387,119.7,52.3,125,53.2,864180.8,13.66953729
"253",271,0,0,69357,3935284,"Fire","Fire Department: 5/401  Fire Station #401 Shops and Stores",373.4,108.1,6.9,481.5,257.9,224.7,93,225.6,91.4,6339229.8,15.66226784
"254",272,0,0,50250,3935285,"Fire","Fire Department: 5/81  Fire Station #81",118.4,25,2.9,143.4,369.9,91.9,35.9,95.1,36.5,1834125,14.42207809
"255",273,0,0,13500,3935287,"Fire","Fire Department: 5/39  Fire Station #39",54.7,18.9,5.5,73.6,470.3,165.9,71.6,174.3,73.1,986850,13.80227333
"256",274,0,0,5850,3935288,"Fire","Fire Department: 5/111 Fire Station #111",22.2,0,3.8,22.2,97.5,137.1,43.7,137.1,43.7,255645,12.45154504
"257",275,0,0,6481,3935289,"Fire","Fire Department: 5/75  Fire Station #75",28.8,11.9,6.3,40.7,838.8,188.5,84.1,197.1,85.7,555421.7,13.22748292
"258",276,0,0,10988,3935290,"Fire","Fire Department: 5/58  Fire Station #58",31.1,19.7,4.6,50.9,226.7,136,75.5,138,66.5,730702,13.50176099
"259",277,0,0,15800,3935291,"Fire","Fire Department: 5/48  Fire Station #48",32.4,11.7,4.6,44.1,339.9,141.8,61.3,146.6,62,979600,13.7948996
"260",278,0,0,13239,3935292,"Fire","Fire Department: 5/17  Fire Station #17",30.5,10.6,3.2,41.1,277.5,0,0,101.7,42.7,565305.3,13.24512122
"261",279,0,0,8550,3935293,"Fire","Fire Department: 5/109   Fire Station #109",25.3,12.3,6.5,37.6,344.5,0,0,201.1,90.9,777195,13.56344656
"262",280,0,0,145000,3935294,"Fire","Fire Department: 5/114 Fire Station #114 Air Ops",448.5,58.2,9.5,506.8,1674.9,317.3,117.2,324.9,117.1,16979500,16.64751729
"263",281,0,0,470448,3935295,"Fire","Fire Department: 5/30  Fire Station #30  Fire Dept Admin",364.5,14.3,5,378.8,1682.7,170.8,57.1,176.3,58.5,27521208,17.13046747
"264",282,0,0,15250,3935296,"Fire","Fire Department: 5/65  Fire Station # 65",47.1,19.1,4.3,66.2,349.4,142,64.3,136.6,59.2,902800,13.71325632
"265",283,0,0,15628,3935298,"Fire","Fire Department: 5/11  Fire Station #11",36.7,13.9,3.2,50.7,438,0,0,102.7,43.9,686069.2,13.43873378
"266",284,0,0,8323,3935299,"Fire","Fire Department: 5/93 Fire Station #93",28.3,13.3,5.2,41.7,380.8,151.5,69.7,159.5,71.4,594262.2,13.29507592
"267",285,0,0,16460,3935300,"Fire","Fire Department: 5/66  Fire Station #66",42,19.6,5.1,61.5,439.2,159.9,78.3,159.4,71.3,1173598,13.9755848
"268",286,0,0,12000,3935301,"Fire","Fire Department: 5/49  Fire Station #49",59,0,5.2,59,584,185.3,59,186.8,59.5,714000,13.47863824
"269",287,0,0,9063,3935302,"Fire","Fire Department: 5/2  Fire Station #2",38.1,11.4,5.7,49.5,411.1,179.7,74.5,185.3,75.5,684256.5,13.43608813
"270",288,0,0,9175,3935303,"Fire","Fire Department: 5/26  Fire Station #26",34,14.5,5.3,48.4,412.7,160.6,71.3,165.1,72.3,663352.5,13.4050618
"271",289,0,0,21272,3935304,"Fire","Fire Department: 5/84  Fire Station #84",93.8,17.6,7.3,111.4,471.5,237.7,92.4,244.9,92.5,1967660,14.49235558
"272",290,0,0,9354,3935305,"Fire","Fire Department: 5/20  Fire Station #20",32.1,3.2,3.8,35.4,257.9,122.6,43.4,131.2,46.1,431219.4,12.97437229
"273",291,0,0,9800,3935306,"Fire","Fire Department: 5/96  Fire Station #96",32.3,18.8,7.5,51.1,372.1,221.1,111.6,226.5,106.8,1046640,13.86109559
"274",292,0,0,15339,3935307,"Fire","Fire Department: 5/13 Fire Station #13",56.9,13,4.6,69.9,216.6,145.8,57.1,150.9,58.7,900399.3,13.71059361
"275",293,0,0,9310,3935308,"Fire","Fire Department: 5/50  Fire Station #50",32.7,15.2,5.9,47.8,331.1,177,79.9,183.7,82.1,764351,13.54678239
"276",294,0,0,9800,3935309,"Fire","Fire Department: 5/76  Fire Station #76",13.3,10.6,6.5,23.9,386.2,185.7,100.8,188.5,96.2,942760,13.75656702
"277",295,0,0,12932,3935310,"Fire","Fire Department: 5/40  Fire Station #40",67.6,8.9,5.9,76.5,783.7,205.6,75.9,202.7,73.2,946622.4,13.76065556
"278",296,0,0,11188,3935311,"Fire","Fire Department: 5/14  Fire Station #14",28.3,15.6,4,43.9,347.2,118,56.4,122.3,56.9,636597.2,13.3638924
"279",297,0,0,10365,3935312,"Fire","Fire Department: 5/43A  Fire Station #43A",43.7,9.6,5.1,53.3,184.1,159.7,63.7,170.9,66.1,685126.5,13.43735877
"280",298,0,0,9161,3935313,"Fire","Fire Department: 5/29  Fire Station #29",3.9,0,0.4,3.9,562,15.5,4.9,15.5,4.9,44888.9,10.71194583
"281",299,0,0,15290,3935314,"Fire","Fire Department: 5/78  Fire Station #78",53.1,17.8,4.6,70.9,584.5,147.6,63.6,148.7,61.9,946451,13.76047448
"282",300,0,0,14285,3935315,"Fire","Fire Department: 5/9  Fire Station #9",31.8,23.3,3.9,55.1,548.6,116.1,61.1,112.8,56.4,805674,13.59943447
"283",301,0,0,13915,3935316,"Fire","Fire Department: 5/112  Fire Station #112",99.3,0,7.1,99.3,0,255,81.2,258.3,82.3,1145204.5,13.95109378
"284",302,0,0,10568,3935317,"Fire","Fire Department: 5/94  Fire Station #94",66.3,21.5,10.8,87.8,535.9,328.8,142.5,347.8,143.9,1520735.2,14.23470446
"285",303,0,0,34858,3935318,"Fire","Fire Department: 5/4A  Fire Station #4A",200.4,46.3,7.9,246.7,1070.1,0,0,261.4,101.8,3548544.4,15.08204805
"286",304,0,0,17372,3935320,"Fire","Fire Department: 5/47  Fire Station #47",35.1,17.7,4.6,52.9,271.5,140.2,66.6,142.2,64.8,1125705.6,13.9339206
"287",305,0,0,15250,3935321,"Fire","Fire Department: 5/83  Fire Station #83",48.6,16.9,4.3,65.5,440.5,135,59.1,137.3,57.6,878400,13.68585735
"288",306,0,0,11550,3935322,"Fire","Fire Department: 5/88  Fire Station #88",179.6,39.9,19,219.5,850.3,626.7,253.5,630.9,244.2,2820510,14.85242828
"289",307,0,0,15105,3935323,"Fire","Fire Department: 5/67  Fire Station #67",49.2,8.8,3.8,58,148,122.2,47.4,129.3,48.5,732592.5,13.50434489
"290",308,0,0,16772,3935324,"Fire","Fire Department: 5/60Fire   Station #60",39.7,20.8,3.6,60.5,476.9,103.3,50,110.1,50.6,848663.2,13.65141768
"291",309,0,0,32600,3935325,"Fire","Fire Department: 5/82A  Fire Station #82A",87,34.7,3.7,121.7,285.6,115.4,50.1,117.6,50.8,1656080,14.31996392
"292",310,0,0,7514,3935326,"Fire","Fire Department: 5/61  Fire Station #61",31.8,17.9,6.7,49.7,427.5,199.8,96,203,94.8,712327.2,13.47629264
"293",311,0,0,9683,3935327,"Fire","Fire Department: 5/12  Fire Station #12",32.6,20.2,5.5,52.8,305.8,161.2,81,163.1,78,755274,13.53483588
"294",312,0,0,7874,3935328,"Fire","Fire Department: 5/105  Fire Station #105",29.7,10.8,6.6,40.6,391.7,197.4,86.4,211.5,89.6,705510.4,13.46667679
"295",313,0,0,7600,3935330,"Fire","Fire Department: 5/100  Fire Station #100",31.2,12.4,6,43.7,300,184.2,82.4,187.7,81,615600,13.33035268
"296",314,0,0,12544,3935331,"Fire","Fire Department: 5/72  Fire Station #72",46.3,11.5,4.9,57.8,186.9,155.2,62.8,162.5,64,802816,13.59588083
"297",315,0,0,13153,3935332,"Fire","Fire Department: 5/89  Fire Station #89",57.1,16.7,5.6,73.8,1295.7,176.2,73.6,182.2,73.9,972006.7,13.78711798
"298",316,0,0,9270,3935333,"Fire","Fire Department: 5/73  Fire Station #73",41.1,17.5,7.3,58.6,286.9,227.3,105.9,228.3,100,927000,13.73970884
"299",317,0,0,11764,3935334,"Fire","Fire Department: 5/74  Fire Station #74",26.9,11.2,5.7,38,282.5,170.5,77.2,178.7,77.9,916415.6,13.72822525
"300",318,0,0,14760,3935335,"Fire","Fire Department: 5/90  Fire Station #90",50.9,30.6,7.4,81.5,452.9,0,0,221.4,105.2,1552752,14.2555394
"301",319,0,0,7462,3935336,"Fire","Fire Department: 5/104 Fire Station #104",25.6,11.7,5,37.4,226.9,147.4,68.6,155.4,69.2,516370.4,13.15457962
"302",320,0,0,24759,3935337,"Fire","Fire Department: 5/5C  Fire Station #5C",80.3,11.8,3.7,92.2,463.4,0,0,126.9,46.4,1148817.6,13.9542438
"303",321,0,0,14673,3935338,"Fire","Fire Department: 5/77  Fire Station #77",49.4,23.2,4.9,72.6,528.3,147.5,70.9,153.1,68.6,1006567.8,13.82205688
"304",322,0,0,15566,3935339,"Fire","Fire Department: 5/70  Fire Station #70",33.3,17.6,4,50.9,1389.2,119.9,58.7,121.5,56,871696,13.67819602
"305",323,0,0,9455,3935340,"Libraries:","Libraries: 51/034 John Muir Library",52.1,2.3,6.4,54.4,41.9,206.5,70.5,227.6,75.9,717634.5,13.48371567
"306",324,0,0,16505,3935341,"Libraries:","Libraries:  51/043 Alma Reaves Woods-Watts Library",44.6,6.6,4.1,51.2,119.6,136.1,52.5,139.5,51.1,843405.5,13.64520314
