"","pid","dc_real_pid","pm_pid","property_name","pm_parent_pid","parent_property_name","year_ending","report_status","address_of_record","owner_of_record","ward","reported_address","city","state","postal_code","year_built","primary_ptype_self","primary_ptype_epa","tax_record_floor_area","reported_gross_floor_area","energy_star_score","site_eui","weather_norm_site_eui","source_eui","weather_norm_source_eui","total_ghg_emissions","total_ghg_emissions_intensity","water_use","electricity_use","natural_gas_use","fuel_use","district_water_use","metered_areas_energy","metered_areas_water","latitude","longitude","total_site_energy_KBTU","log_total_site_energy_KBTU","address_reform","x","lat","lon","score"
"106","PM01380075","0076_0088","1380075","2033 K Street NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","2033 - 2041 K ST NW","2033 K LP","2","2033 K Street N.W.","Washington","DC",14,1975,"Office","Office",128767,132859.1,78,580,571,690,679,1062.6,8,2526.2,2715673,NA,NA,NA,"Whole Building","Whole Building",38.90317331,-77.04634227,77058278,18.1600725506889,"2033 K Street N.W., WASHINGTON, DC","2033 K Street N.W., WASHINGTON, DC",38.9026589451553,-77.0454952371147,89.75
"107","PM05939554","3894_0826","5939554","Caroll Manor","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1150 VARNUM ST NE","PROVIDENCE HOSPITAL","5","725 Buchanan Street NE","Washington","DC",29,1956,"Outpatient Rehabilitation/Physical Therapy","Outpatient Rehabilitation/Physical Therapy",627221,169000,NA,436,429,357,360,999.6,5.9,8810.6,2434800,8820.00018,NA,NA,"","",38.9437638,-76.9915731,73684000,18.1152962372542,"725 Buchanan Street NE, WASHINGTON, DC","725 Buchanan Street NE, WASHINGTON, DC",38.9461579357412,-76.9967877761342,100
"108","PM01384590","0345_0041","1384590","Washington Center","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1001 G ST NW","WASHINGTON CENTER TRUSTEE LLC","2","1001 G Street NW","Washington","DC",2,1989,"Office","Office",562746,366575.6,85,503,498,563,558,2579.3,7,78.1,6591819,NA,NA,NA,"Whole Building","Whole Building",38.89871901,-77.02648772,184387526.8,19.0325502247165,"1001 G Street NW, WASHINGTON, DC","1001 G Street NW, WASHINGTON, DC",38.8983135640208,-77.0260144539031,100
"109","PM01389067","0254_0839; 0254_7003","1389067","National Place","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1331 NW","NATIONAL PLACE LAND COMPANY LLC","2","1331 Pennsylvania Ave. NW","Washington","DC",9,1984,"Office","Office",56415,594284.4,88,427,418,413,408,3648.1,6.1,10299,9323248,NA,NA,NA,"Whole Building","Whole Building",38.8963588,-77.0308386,253759438.8,19.3518972848698,"1331 Pennsylvania Ave. NW, WASHINGTON, DC","1331 Pennsylvania Ave. NW, WASHINGTON, DC",38.8961716846766,-77.0309080500656,100
"110","PM01391419","0675_0855","1391419","899 North Capitol Street (Union Square)","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","899 NORTH CAPITOL ST NE","UNION SQUARE 825 PROPERTY LP","6","899 North Capitol Street","Washington","DC",5,1973,"Office","Office",318096,314317,79,451,442,454,452,2011.6,6.4,4436.4,5133158,569.6292862,NA,NA,"Whole Building","Whole Building",38.90110153,-77.00845004,141756967,18.7696246492761,"899 North Capitol Street, WASHINGTON, DC","899 North Capitol Street, WASHINGTON, DC",38.901309389218,-77.0089150763689,90.97
"111","PM01396919","0107_0077","1396919","1875 K Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1845 K ST NW","CP 1875 K STREET LLC","2","1875 K Street NW","Washington","DC",14,2002,"Office","Office",267097,208952,77,510,507,582,572,1496.1,7.2,2451.8,3823531,NA,NA,NA,"Whole Building","Whole Building",38.90304426,-77.04304611,106565520,18.4842705652165,"1875 K Street NW, WASHINGTON, DC","1875 K Street NW, WASHINGTON, DC",38.9026616080479,-77.043001221928,100
"112","PM01396921","0224_0824","1396921","Hamilton Square","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1401 F ST NW","FSP HAMILTON SQUARE LLC","2","600 14th Street NW","Washington","DC",10,1929,"Office","Office",269472,343755,76,496,489,548,543,2384,6.9,11554.7,6092837,NA,NA,NA,"Whole Building","",38.89769429,-77.03227603,170502480,18.9542604000366,"600 14th Street NW, WASHINGTON, DC","600 14th Street NW, WASHINGTON, DC",38.8973602008137,-77.0321242383421,100
"113","PM01397164","0218_0077","1397164","Franklin Tower","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1401 I ST NW","1401 EYE HOLDINGS LLC","2","1401 I St NW","Washington","DC",10,1991,"Office","Office",315944,237258,73,533,529,616,617,1761.3,7.4,3505.5,4501240,NA,NA,NA,"Whole Building","Whole Building",38.90167406,-77.03242402,126458514,18.6554248597745,"1401 I St NW, WASHINGTON, DC","1401 I St NW, WASHINGTON, DC",38.9013495583366,-77.0320825088999,100
"114","PM01397627","0250_0841","1397627","The Associations","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1307 NEW YORK AV","AMERICAN ASSOC OF STATE COLLEGES AND UNIVERSITIES","2","1307 New York Ave","Washington","DC",10,1997,"Office","Office",144144,131330,82,424,412,402,393,798.2,6.1,2546.2,2039906,NA,NA,NA,"Whole Building","Whole Building",38.90054206,-77.03041573,55683920,17.8352019738112,"1307 New York Ave, WASHINGTON, DC","1307 New York Ave, WASHINGTON, DC",38.9000647697744,-77.0303907807092,90.97
"115","PM01398167","0322_0020","1398167","1111 Penn","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1111 PENNSYLVANIA AV NW","PRESIDENTIAL BUILDING LLC","2","1111 Pennsylvania Ave NW","Washington","DC",9,1967,"Office","Office",511817,366128,68,684,671,806,794,3399.6,9.3,10967.8,8688133,NA,NA,NA,"Whole Building","Whole Building",38.89572976,-77.02727831,250431552,19.3386961956419,"1111 Pennsylvania Ave NW, WASHINGTON, DC","1111 Pennsylvania Ave NW, WASHINGTON, DC",38.8947976141197,-77.0271743203378,100
"116","PM01401399","0199_0832","1401399","1500 K Street - The Southern Railway Building","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1500 K ST NW","1500 K STREET LLC","2","1500 K Street NW","Washington","DC",10,1928,"Office","Office",294234,293248,76,623,615,748,739,2488,8.5,11570.5,6358559,NA,NA,NA,"Whole Building","Whole Building",38.90219699,-77.03486999,182693504,19.0233204651606,"1500 K Street NW, WASHINGTON, DC","1500 K Street NW, WASHINGTON, DC",38.9024584790766,-77.0346488817397,100
"117","PM01404504","0712_0111","1404504","One NoMa Station","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","131 M ST NE","UNION STATION ASSOCIATES LTD","6","131 M St. N.E.","Washington","DC",5,1937,"Office","Office",442412,436178,85,468,449,478,451,2859.7,6.6,4358.9,7236418,5312.266424,NA,NA,"Whole Building","Whole Building",38.90517082,-77.00480135,204131304,19.1342739918154,"131 M St. N.E., WASHINGTON, DC","131 M St. N.E., WASHINGTON, DC",38.8765922656216,-77.0127030837795,89.75
"118","PM01406610","0168_0823","1406610","1750 Pennsylvania Ave","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1750 PENNSYLVANIA AV NW","JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A.)","2","1750 Pennsylvania Ave","Washington","DC",38,1964,"Office","Office",440029,297909,81,723,735,618,628,2359,7.9,7272.2,4757346,93661.1959,NA,NA,"Whole Building","Whole Building",38.89905363,-77.04076308,215388207,19.1879525718841,"1750 Pennsylvania Ave, WASHINGTON, DC","1750 Pennsylvania Ave, WASHINGTON, DC",38.8991358186642,-77.0406040133637,90.97
"119","PM01406853","0675_0847","1406853","830 First Street NE","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","830 1ST ST NE","CIM URBAN REIT PROPERTIES VI LP","6","830 First Street NE","Washington","DC",9,2001,"Office","Office",233962,252992,74,660,658,789,784,2269.4,9,3783.3,5800589,NA,NA,NA,"Whole Building","Whole Building",38.90107988,-77.00762737,166974720,18.9333529816768,"830 First Street NE, WASHINGTON, DC","830 First Street NE, WASHINGTON, DC",38.900960228333,-77.0064877027445,100
"120","PM01407276","0290_0044","1407276","1299 Pennsylvania Ave NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","0501 13TH ST NW","WARNER INVESTMENTS LP","2","1299 Pennsylvania Ave NW","Washington","DC",9,1992,"Office","Office",641215,769685,83,416,408,383,382,4611.3,6,9923,11785070,NA,NA,NA,"Whole Building","",38.89649317,-77.02826612,320188960,19.5844218794815,"1299 Pennsylvania Ave NW, WASHINGTON, DC","1299 Pennsylvania Ave NW, WASHINGTON, DC",35.5401261823785,-77.0339033131866,98.78
"121","PM01407852","0288_0846","1407852","One Metro Center","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","700 12TH ST NW","JAMESTOWN PREMIER ONE METRO CENTER CORP","2","700 12th Street NW","Washington","DC",10,2003,"Office","Office",520441,425344,62,688,680,811,801,3977.1,9.4,6723.3,10164130,0,NA,NA,"Whole Building","Whole Building",38.8987249,-77.0288252,292636672,19.4944423702076,"700 12th Street NW, WASHINGTON, DC","700 12th Street NW, WASHINGTON, DC",38.8983437137924,-77.028160370304,100
"122","PM01409004","0626_0078","1409004","20 Massachusetts Avenue","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","20 MASSACHUSETTS AVE NW","GOVERNMENT PROPERTIES INCOME TRUST LLC","6","20 Massachusetts Avenue NW","Washington","DC",2,1973,"Office","Office",437693,343324,87,493,488,461,453,2239.8,6.5,6513.2,5435445,21279.5986,NA,NA,"Whole Building","Whole Building",38.89777321,-77.01066806,169258732,18.9469390607449,"20 Massachusetts Avenue NW, WASHINGTON, DC","20 Massachusetts Avenue NW, WASHINGTON, DC",38.8977467645026,-77.0099387836472,100
"123","PM01409873","0184_0849","1409873","Kita Washington Center","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1660 L ST NW","KITA WASHINGTON CENTER LLC","2","1660 L Street NW","Washington","DC",38,1968,"Office","Office",207740,134672,90,590,592,440,434,892.3,6.6,2897.7,1845739,32027.54977,NA,NA,"Whole Building","",38.90347933,-77.03808004,79456480,18.1907200083511,"1660 L Street NW, WASHINGTON, DC","1660 L Street NW, WASHINGTON, DC",38.9036651084591,-77.0377309483238,100
"124","PM01411409","0162_0037","1411409","1730 M St NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1730 M ST NW","GERALD D GROSNER","2","1730 M St NW","Washington","DC",5,1964,"Office","Office",295925,221437,86,634,642,379,385,1434.8,6.5,4350.8,2619659,77140.67736,NA,NA,"Whole Building","Whole Building",38.9053837,-77.0398453,140391058,18.759942358069,"1730 M St NW, WASHINGTON, DC","1730 M St NW, WASHINGTON, DC",38.9055420412333,-77.039434322735,100
"125","PM01411430","0220_0067","1411430","875 15th St NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","875 15TH ST NW","BOWEN BUILDING LP","2","875 15th St NW","Washington","DC",5,2005,"Office","Office",164340,258777,58,716,709,827,818,2514.3,9.7,3637,6425645,NA,NA,NA,"Whole Building","Whole Building",38.90109607,-77.03340079,185284332,19.0374021329046,"875 15th St NW, WASHINGTON, DC","875 15th St NW, WASHINGTON, DC",38.901156330901,-77.0336485658278,100
"126","PM01411897","0184_0074","1411897","1601 K Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1601 K ST NW","PPF OFF 1601 K ST LLC","2","1601 K Street NW","Washington","DC",14,2005,"Office","Office",276579,231860,90,352,347,251,245,1195.6,5.2,2477.9,3055538,NA,NA,NA,"Whole Building","Whole Building",38.90300234,-77.03689296,81614720,18.2175201958225,"1601 K Street NW, WASHINGTON, DC","1601 K Street NW, WASHINGTON, DC",38.90271774373,-77.0366124507032,100
"127","PM01412761","0218_0080","1412761","McPherson Building","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","0901 15TH ST NW","MULLEN MANAGEMENT COMPANY INC","2","901 15th Street NW","Washington","DC",10,1987,"Office","Office",355204,308250,85,458,444,474,461,2001.3,6.5,5166.8,5114551,NA,NA,NA,"Whole Building","Whole Building",38.90163044,-77.032794,141178500,18.7655356051408,"901 15th Street NW, WASHINGTON, DC","901 15th Street NW, WASHINGTON, DC",38.9013351287143,-77.0336465936146,100
"128","PM01413138","0161_0038","1413138","Connecticut Building","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1150 CONNECTICUT AV NW","NORTHWESTERN DEVELOPMENT COMPANY B","2","1150 Connecticut Ave. NW","Washington","DC",38,1975,"Office","Office",246682,204011,84,559,558,436,431,1411,6.9,3310,2900081,4340.446981,3411938.7,NA,"Whole Building","Whole Building",38.90532162,-77.04131342,114042149,18.5520786660964,"1150 Connecticut Ave. NW, WASHINGTON, DC","1150 Connecticut Ave. NW, WASHINGTON, DC",38.9049795063003,-77.0408657151798,100
"129","PM01415246","0081_0846","1415246","Dakota","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","2100 F ST NW","GEORGE WASHINGTON UNIVERSITY","2","2100 F St NW","Washington","DC",43,1989,"Residence Hall/Dormitory","Residence Hall/Dormitory",69402,70389,74,472,476,235,233,379.2,5.4,691.6,758741.6,13649.31886,NA,147974.8,"Another configuration","Whole Building",38.89709827,-77.04695599,33223608,17.3187712655234,"2100 F St NW, WASHINGTON, DC","2100 F St NW, WASHINGTON, DC",38.8972361339415,-77.0466901546262,100
"130","PM01415263","0043_0026","1415263","Shenkman Hall","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","616 23RD ST NW","GEORGE WASHINGTON UNIVERSITY","2","616 23rd St NW","Washington","DC",43,2004,"Residence Hall/Dormitory","Residence Hall/Dormitory",327530,283531,38,686,675,580,562,2148.5,7.6,8173.9,4395859,79248.69448,98532,2815.4,"Whole Building","Whole Building",38.89794615,-77.05040603,194502266,19.0859543713405,"616 23rd St NW, WASHINGTON, DC","616 23rd St NW, WASHINGTON, DC",38.8975033944672,-77.0501581787561,100
"131","PM01416407","0055_0856","1416407","Fulbright Hall","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","2223 H ST","GEORGE WASHINGTON UNIVERSITY","2","2223 H St NW","Washington","DC",43,1947,"Residence Hall/Dormitory","Residence Hall/Dormitory",50296,50296,81,526,535,118,118,248.8,4.9,2610.1,370605.9,19539.72599,NA,NA,"Whole Building","Whole Building",38.8997991,-77.0498529,26455696,17.0909820428006,"2223 H St NW, WASHINGTON, DC","2223 H St NW, WASHINGTON, DC",38.8995790971987,-77.049124078013,100
"132","PM03760910","3664_0824","3760910","The Heights I","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","Data under review by DOEE","0310 - 0390 TAYLOR ST NE","HORNING ASSOCIATES","5","400 Taylor St NE","Washington","DC",29,1979,"Multifamily Housing","Multifamily Housing",181328,154532,NA,806,23,170,200,918.3,5.9,6202.2,540698.6,133060.0044,NA,NA,"Whole Building","Whole Building",38.941791,-77.0026511,124552792,18.6402402161213,"400 Taylor St NE, WASHINGTON, DC","400 Taylor St NE, WASHINGTON, DC",38.9408001275249,-77.0012037801296,100
"133","PM01417479","0458_0021","1417479","625 Indiana Avenue","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","625 INDIANA AVE NW","GPT PROPERTIES TRUST","2","625 Indiana Avenue N.W.","Washington","DC",9,1989,"Office","Office",186071,163747,66,629,622,755,746,1402.4,8.6,5770.5,3584087,NA,NA,NA,"Whole Building","Whole Building",38.89456128,-77.02074465,102996863,18.4502090894194,"625 Indiana Avenue N.W., WASHINGTON, DC","625 Indiana Avenue N.W., WASHINGTON, DC",38.8943003933496,-77.0204612823615,89.75
"134","PM01417487","0288_0058","1417487","Herald Square - 1250 H Street N.W.","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","0733 13TH ST NW","HUB PROPERTIES TRUST","2","1250 H Street N.W.","Washington","DC",10,1990,"Office","Office",246351,209728,61,668,659,793,786,1907.9,9.1,4621.5,4876003,NA,NA,NA,"Whole Building","Whole Building",38.89956769,-77.02910814,140098304,18.7578549055951,"1250 H Street N.W., WASHINGTON, DC","1250 H Street N.W., WASHINGTON, DC",38.8997574354584,-77.0288965076669,89.75
"135","PM04374385","3664_0824","4374385","The Heights II","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","0310 - 0390 TAYLOR ST NE","HORNING ASSOCIATES","5","400 Taylor St NE","Washington","DC",29,1981,"Multifamily Housing","Multifamily Housing",181328,181328,NA,238,228,1075,1049,602.6,3.3,5607.3,1540160,NA,NA,NA,"Whole Building","Whole Building",38.94179,-77.002651,43156064,17.5803334986442,"400 Taylor St NE, WASHINGTON, DC","400 Taylor St NE, WASHINGTON, DC",38.9408001275249,-77.0012037801296,100
"136","PM01418471","0122_0824; 0122_0825","1418471","Thurston and Mitchell Halls","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","0514 19TH ST NW","GEORGE WASHINGTON UNIVERSITY","2","519 19th St and 1900 F St NW","Washington","DC",43,1929,"Residence Hall/Dormitory","Residence Hall/Dormitory",206138,317213,NA,570,571,288,273,1855.1,5.8,20821.6,3319645,104710.9901,NA,NA,"Whole Building","Whole Building",38.89658029,-77.04372433,180811410,19.0129651123382,"519 19th St and 1900 F St NW, WASHINGTON, DC","519 19th St and 1900 F St NW, WASHINGTON, DC",NA,NA,0
"137","PM01419320","0080_0825","1419320","Guthridge Hall","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","2115 F ST NW","GEORGE WASHINGTON UNIVERSITY","2","2115 F St NW","Washington","DC",43,1926,"Residence Hall/Dormitory","Residence Hall/Dormitory",64899,68372,81,494,495,113,104,330,4.8,3824.5,528335.3,23210.87091,NA,NA,"Whole Building","Whole Building",38.89764515,-77.04745411,33775768,17.3352541802641,"2115 F St NW, WASHINGTON, DC","2115 F St NW, WASHINGTON, DC",38.8973492012058,-77.0469844604637,100
"138","PM01419589","0320_0814","1419589","1120 G Street NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1120 G ST NW","RREEF AMERICA REIT II CORP UU","2","1120 G Street NW","Washington","DC",10,1981,"Office","Office",180600,143997,68,103,102,927,915,1934.1,13.4,1869.4,4709309,17208.09284,NA,NA,"Whole Building","Whole Building",38.89814164,-77.02774081,14831691,16.5122767332374,"1120 G Street NW, WASHINGTON, DC","1120 G Street NW, WASHINGTON, DC",38.8982515341821,-77.027272676492,100
"139","PM01419646","0162_0100","1419646","Demonet Building","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1155 CONNECTICUT AV","TMT DEMONET INC","2","1155 Connecticut Avenue NW","Washington","DC",38,1984,"Office","Office",90346,100104.2,48,601,582,717,693,822.6,8.2,1655.7,2102408,NA,NA,NA,"Whole Building","Whole Building",38.90545796,-77.04039486,60162624.2,17.9125618570003,"1155 Connecticut Avenue NW, WASHINGTON, DC","1155 Connecticut Avenue NW, WASHINGTON, DC",38.9050544971684,-77.0407542262258,100
"140","PM01419667","0286_0041","1419667","1250 Eye Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1250 I ST NW","IPERS EYE ST NW DC INC","2","1250 I Street NW","Washington","DC",10,1982,"Office","Office",239325,187269,85,389,379,327,319,1058.9,5.7,2052.9,2706162,NA,NA,NA,"Whole Building","Whole Building",38.90099549,-77.02923934,72847641,18.1038807084752,"1250 I Street NW, WASHINGTON, DC","1250 I Street NW, WASHINGTON, DC",38.901261662197,-77.0288819413477,100
"141","PM01419693","0106_0048","1419693","1800 K Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1800 K ST NW","RAR2 1800 K ST NW DC INC","2","1800 K Street NW","Washington","DC",14,1969,"Office","Office",242124,224864,NA,315,317,167,187,1047.1,4.7,4106.8,2676018,NA,NA,NA,"Whole Building","Whole Building",38.90223847,-77.04192554,70832160,18.0758236928176,"1800 K Street NW, WASHINGTON, DC","1800 K Street NW, WASHINGTON, DC",38.9023451465124,-77.0417644859415,100
"142","PM01419714","0103_0001","1419714","Francis Scott Key Hall","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","600 20TH ST NW","GEORGE WASHINGTON UNIVERSITY","2","600 20th St NW","Washington","DC",43,1940,"Residence Hall/Dormitory","Residence Hall/Dormitory",62271,61135,64,734,753,310,317,392.3,6.4,2811.2,512696.8,36085.31444,NA,NA,"Whole Building","Whole Building",38.89764371,-77.04518683,44873090,17.6193488411928,"600 20th St NW, WASHINGTON, DC","600 20th St NW, WASHINGTON, DC",38.8972975099732,-77.044954350662,100
"143","PM01419790","0072_0007","1419790","Aston","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1129 NEW HAMPSHIRE AVE NW","GEORGE WASHINGTON UNIVERSITY","2","1129 New Hampshire Ave NW","Washington","DC",43,1960,"Residence Hall/Dormitory","Residence Hall/Dormitory",104970,70625,72,519,526,275,279,400.9,5.7,2551.8,778588.2,18116.01679,NA,NA,"Whole Building","Whole Building",38.90445719,-77.04788798,36654375,17.4170433516146,"1129 New Hampshire Ave NW, WASHINGTON, DC","1129 New Hampshire Ave NW, WASHINGTON, DC",38.9045272606257,-77.0480269051168,100
"144","PM01419812","0122_0029","1419812","Elliott School","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1957 E ST NW","GEORGE WASHINGTON UNIVERSITY","2","1957-1959 E St NW","Washington","DC",43,2002,"Mixed Use Property","Mixed Use Property",240742,254162,NA,651,650,578,575,1898.7,7.5,6358,4087106,56380.3455,NA,295.4,"Whole Building","Whole Building",38.8962911,-77.04423989,165459462,18.9242367801799,"1957-1959 E St NW, WASHINGTON, DC","1957-1959 E St NW, WASHINGTON, DC",0,0,0
"145","PM01420135","0538_0874","1420135","GSA: 300 E Street SW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","0300 E ST SW","WELLS REIT/INDEPENDENCE SQUARE LLC","6","300 E St SW","Washington","DC",35,1991,"Office","Office",899096,659773,88,507,499,542,525,4575.1,6.9,8692,11450010,17865.85391,NA,NA,"Whole Building","Whole Building",38.88293684,-77.01635376,334504911,19.6281621190391,"300 E St SW, WASHINGTON, DC","300 E St SW, WASHINGTON, DC",38.8831842233743,-77.0159715645353,100
"146","PM01420813","0101_0058","1420813","2000 Pennsylvania Avenue","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","2000 - 2040 PENNSYLVANIA AV NW","GEORGE WASHINGTON UNIVERSITY","2","2000 Pennsylvania Avenue","Washington","DC",14,1982,"Office","Office",480875,411597,55,36,34,901,892,4855.3,11.8,9891.4,12142080,19621.33835,NA,NA,"Whole Building","Whole Building",38.90052243,-77.04575097,14817492,16.5113189327418,"2000 Pennsylvania Avenue, WASHINGTON, DC","2000 Pennsylvania Avenue, WASHINGTON, DC",38.9006728526711,-77.0450016972697,90.97
"147","PM01421555","0157_0850","1421555","Bernstein Offit Building","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1717 MASSACHUSETTS AV NW","THE JOHN HOPKINS UNIVERSITY","2","1717 Mass Avenue NW","Washington","DC",38,1962,"Office","Office",147542,122460,84,662,666,382,378,803.4,6.6,1371.8,1392371,48680.30828,NA,NA,"Whole Building","Whole Building",38.90872163,-77.03950985,81068520,18.210805280969,"1717 Mass Avenue NW, WASHINGTON, DC","1717 Mass Avenue NW, WASHINGTON, DC",38.9081361941311,-77.0390213747359,100
"148","PM01423276","0126_0062","1423276","1700 K St NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1700-1730 K ST","COMMERCE BUILDING ASSOC & 1730 K ST ASSOC LLC","2","1700 K St NW","Washington","DC",43,2005,"Office","Office",401661,401661,83,467,458,493,493,2651.5,6.6,7645.9,6776322,NA,NA,NA,"Whole Building","Whole Building",38.9021227,-77.0400489,187575687,19.0496929859243,"1700 K St NW, WASHINGTON, DC","1700 K St NW, WASHINGTON, DC",38.9024393927648,-77.0394439697626,100
"149","PM01423296","0251_0012","1423296","1399 New York Ave NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1399 NEW YORK AVE NW","VNO 1399 NEW YORK AVENUE TIC OWNER LLC","2","1399 New York Ave NW","Washington","DC",10,2002,"Office","Office",175784,141677.5,49,746,742,855,841,1450.1,10.2,2756,3705934,NA,NA,NA,"Whole Building","Whole Building",38.89990243,-77.03159491,105691415,18.4760342271067,"1399 New York Ave NW, WASHINGTON, DC","1399 New York Ave NW, WASHINGTON, DC",38.8995378201154,-77.0320020051876,100
"150","PM01423392","0198_0846","1423392","1501 K St NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1501 K ST NW","I B ASSOCIATES LIMITED PARTNERSHIP","2","1501 K St NW","Washington","DC",5,2001,"Office","Office",502963,411655,71,588,582,700,694,3319.2,8.1,6829.8,8482765,NA,NA,NA,"Whole Building","Whole Building",38.90295985,-77.03512046,242053140,19.3046678467922,"1501 K St NW, WASHINGTON, DC","1501 K St NW, WASHINGTON, DC",38.9027011125674,-77.0347146905298,100
"151","PM01423434","0162_0822","1423434","1725 DeSales St NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1725 DE SALES ST NW","DESALES VENTURE LLC","2","1725 DeSales St NW","Washington","DC",5,1962,"Office","Office",121709,81625,75,657,666,446,448,558.1,6.8,2294.9,1050658,27674.51764,NA,NA,"Whole Building","Whole Building",38.90498633,-77.03974057,53627625,17.7975748850633,"1725 DeSales St NW, WASHINGTON, DC","1725 DeSales St NW, WASHINGTON, DC",38.9047777928619,-77.0390616931418,100
"152","PM01423516","2535_0831","1423516","1825 Connecticut Avenue","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1825 CONNECTICUT AV NW","UNIVERSAL BUILDING INC","1","1825 Connecticut Av","Washington","DC",20,1957,"Office","Office",421810,319977,77,708,723,517,524,2336.5,7.3,7746.3,4346395,119706.3878,NA,NA,"Whole Building","Whole Building",38.9151844,-77.0456242,226543716,19.2384484908865,"1825 Connecticut Av, WASHINGTON, DC","1825 Connecticut Av, WASHINGTON, DC",38.9148693427471,-77.046056477024,90.97
"153","PM01423556","2535_0830","1423556","1875 Connecticut Ave NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1875 CONNECTICUT AV NW","UNIVERSAL BLDG NORTH INC","1","1875 Connecticut Ave NW","Washington","DC",40,1961,"Office","Office",519484,404202,81,713,729,539,547,2999.7,7.4,5523.8,5660182,147784.0989,NA,NA,"Whole Building","Whole Building",38.9156775,-77.0458702,288196026,19.4791514523992,"1875 Connecticut Ave NW, WASHINGTON, DC","1875 Connecticut Ave NW, WASHINGTON, DC",38.9155560102028,-77.0460950849194,100
