"","pid","dc_real_pid","pm_pid","property_name","pm_parent_pid","parent_property_name","year_ending","report_status","address_of_record","owner_of_record","ward","reported_address","city","state","postal_code","year_built","primary_ptype_self","primary_ptype_epa","tax_record_floor_area","reported_gross_floor_area","energy_star_score","site_eui","weather_norm_site_eui","source_eui","weather_norm_source_eui","total_ghg_emissions","total_ghg_emissions_intensity","water_use","electricity_use","natural_gas_use","fuel_use","district_water_use","metered_areas_energy","metered_areas_water","latitude","longitude","total_site_energy_KBTU","log_total_site_energy_KBTU","address_reform","x","lat","lon","score"
"1","PM04352082","27260812;27260821","4352082","1440 Rockview Apartments","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1440 ROCK CREEK FORD RD NW; 6040 14TH ST NW","AUBINOE ROCKVIEW LIMITED PARTNERSHP; VICTORY INVESTMENTS INC","4","1440 Rockcreekford road","Washington","DC",23,1959,"Multifamily Housing","Multifamily Housing",63227,65000,9,20,22,460,449,482.9,7.4,6963.5,633043.8,44274.18307,NA,NA,"Whole Building","Whole Building",38.96359693,-77.033848,1300000,14.0778748224318,"1440 Rockcreekford road, WASHINGTON, DC","1440 Rockcreekford road, WASHINGTON, DC",38.9635463841594,-77.0345001338733,89.39
"2","PM00002267","0253_0847","2267","600 Thirteenth St","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","0600 13TH ST NW","UNION INVESTMENT REAL ESTATE GMBH","2","600 13th St NW","Washington","DC",10,1997,"Office","Office",251557,257943,69,615,607,733,729,2164.4,8.4,8490,5531486,NA,NA,NA,"Whole Building","Whole Building",38.89784861,-77.02987163,158634945,18.882116177069,"600 13th St NW, WASHINGTON, DC","600 13th St NW, WASHINGTON, DC",38.8973615084279,-77.0297822796277,100
"3","PM00005829","0183_0857","5829","1101 17th Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1101 17TH ST NW","CESC 1101 17TH STREET LIMITED PARTNERSHIP","2","1101 17th Street N.W.","Washington","DC",38,1964,"Office","Office",330550,223218,76,735,740,673,667,1852.2,8.3,8749.1,3863003,64143.38666,NA,NA,"Whole Building","Whole Building",38.90405585,-77.03797318,164065230,18.9157746506118,"1101 17th Street N.W., WASHINGTON, DC","1101 17th Street N.W., WASHINGTON, DC",38.9037481761385,-77.0384396374785,89.75
"4","PM00006768","0126_0057","6768","1776 K Street NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1776 K ST NW","1776 K STREET ASSOCIATES & RIDDELL PARTNERS","2","1776 K Street NW","Washington","DC",52,1969,"Office","Office",256839,213067,87,370,360,293,277,1249.2,5.9,5393.8,2936445,NA,NA,NA,"Whole Building","Whole Building",38.90218881,-77.04123807,78834790,18.1828649548587,"1776 K Street NW, WASHINGTON, DC","1776 K Street NW, WASHINGTON, DC",38.9023483714813,-77.0411525134769,100
"5","PM00013149","0072_0076","13149","2101 L St NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","2101 L ST NW","CESC 2101 L STREET LLC","2","2101 L St NW","Washington","DC",40,1975,"Office","Office",370000,381518,85,542,537,630,627,2874.1,7.5,10422.6,7345290,NA,NA,NA,"Whole Building","Whole Building",38.90437577,-77.0468819,206782756,19.1471793122089,"2101 L St NW, WASHINGTON, DC","2101 L St NW, WASHINGTON, DC",38.9037765515477,-77.0466997225134,100
"6","PM00016591","0106_0049","16591","International Square","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1835 I ST NW","CARR CRHP PROPERTIES LLC","2","1875 Eye Street NW","Washington","DC",14,1978,"Office","Office",1185122,1343643,89,370,365,293,288,7249.8,5.4,23995.6,18528210,NA,NA,NA,"Whole Building","Whole Building",38.901896,-77.042716,497147910,20.0243981454189,"1875 Eye Street NW, WASHINGTON, DC","1875 Eye Street NW, WASHINGTON, DC",NA,NA,0
"7","PM00016885","0214_0103","16885","1133 15th Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1133 15TH ST NW","1133 FIFTEENTH STREET LLC","2","1133 15th Street NW","Washington","DC",10,1969,"Office","Office",286200,207696,77,617,609,736,733,1748.9,8.4,4739.9,4469606,NA,NA,NA,"Whole Building","Whole Building",38.90486139,-77.03402384,128148432,18.6686997750382,"1133 15th Street NW, WASHINGTON, DC","1133 15th Street NW, WASHINGTON, DC",38.9043652342692,-77.0345148791575,100
"8","PM00017736","0250_0051","17736","Franklin Square","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1300 I ST NW","TIAA FRANKLIN SQUARE LLC","2","1300 Eye Street","Washington","DC",10,1989,"Office","Office",606768,517464,81,541,535,594,590,3782.3,7.3,8321.3,9431956,17256.41775,NA,NA,"Whole Building","Whole Building",38.90100088,-77.03034999,279948024,19.450114515331,"1300 Eye Street, WASHINGTON, DC","1300 Eye Street, WASHINGTON, DC",38.9012484313711,-77.0297263570849,90.97
"9","PM00020164","0075_0861; 0075_0863","20164","2100 Pennsylvania Avenue","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","2100 PENNSYLVANIA AV NW","GEORGE WASHINGTON UNIVERSITY","2","2100 Pennsylvania Avenue","Washington","DC",40,1966,"Office","Office",113547,322250,85,563,574,468,477,2171.8,6.7,3664.5,4778129,53754.62856,223965.1,NA,"Whole Building","Whole Building",38.9011081,-77.0470223,181426750,19.0163625489411,"2100 Pennsylvania Avenue, WASHINGTON, DC","2100 Pennsylvania Avenue, WASHINGTON, DC",38.9012653961822,-77.0467443001086,90.97
"10","PM00023232","0166_0041","23232","1717 Penn Ave","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1717 PENNSYLVANIA AVE NW","1717 PENNSYLVANIA AVENUE LLC","2","1717 Pennsylvania Avenue NW","Washington","DC",14,1996,"Office","Office",255671,200430,44,800,804,890,879,2231.4,11.1,3483.7,5702739,NA,NA,NA,"Whole Building","Whole Building",38.8994702,-77.04039343,160344000,18.8928320652556,"1717 Pennsylvania Avenue NW, WASHINGTON, DC","1717 Pennsylvania Avenue NW, WASHINGTON, DC",38.8989841147262,-77.0398251321233,100
"11","PM00023246","0166_0033","23246","1747 Penn Ave","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1747 - 1755 PENNSYLVANIA AV NW","1747 PENNSYLVANIA AVENUE ASSOCIATES LP","2","1747 Pennsylvania Avenue NW","Washington","DC",14,1970,"Office","Office",219854,171801,60,626,618,750,740,1463.1,8.5,3602.3,3739305,NA,NA,NA,"Whole Building","Whole Building",38.89969121,-77.04076714,107547426,18.4934424803372,"1747 Pennsylvania Avenue NW, WASHINGTON, DC","1747 Pennsylvania Avenue NW, WASHINGTON, DC",38.899206245473,-77.0404615067923,100
"12","PM04376418","2726_0812","4376418","6040 14th St NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","6040 14TH ST NW","VICTORY INVESTMENTS INC","4","6040 14th St NW","Washington","DC",23,1949,"Multifamily Housing","Multifamily Housing",63227,63224,78,475,491,1079,1070,252.7,4,5168.7,266968,27917.5629,NA,NA,"Whole Building","Whole Building",38.96359693,-77.0338481,30031400,17.2177540589195,"6040 14th St NW, WASHINGTON, DC","6040 14th St NW, WASHINGTON, DC",38.9635229487262,-77.0334679891556,100
"13","PM00025204","0116_0073","25204","1919 M Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1919 M ST NW","1919 M STREET ASSOCIATES LP","2","1919 M Street NW","Washington","DC",38,1967,"Office","Office",297005,269071,77,555,549,651,646,2068,7.7,4835.3,5285247,NA,NA,NA,"Whole Building","Whole Building",38.90641907,-77.04457082,149334405,18.8216986780247,"1919 M Street NW, WASHINGTON, DC","1919 M Street NW, WASHINGTON, DC",38.9056872520661,-77.0437450853666,100
"14","PM00025506","0699_0028","25506","80 M Street SE","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","80 M ST SE","WELLS REIT II 80 M STREET LLC","6","80 M Street  SE","Washington","DC",8,2001,"Office","Office",384666,319955,87,525,532,503,506,2172.7,6.8,3969.8,5173673,27916.28591,NA,NA,"Whole Building","Whole Building",38.8767314,-77.00629566,167976375,18.9393339024789,"80 M Street  SE, WASHINGTON, DC","80 M Street  SE, WASHINGTON, DC",38.8765891602626,-77.0062046986871,100
"15","PM00027448","0085_0060","27448","The Millennium Building","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1909 K ST NW","NINA JO ASSOCIATES LLC","2","1909 K Street","Washington","DC",14,1999,"Office","Office",239437,242937,94,358,354,267,263,1276.1,5.3,3530.8,3261373,NA,NA,NA,"Whole Building","Whole Building",38.90281745,-77.04408634,86971446,18.2810904158506,"1909 K Street, WASHINGTON, DC","1909 K Street, WASHINGTON, DC",38.9026604479224,-77.0436079918146,90.97
"16","PM00029225","0321_0027","29225","555 12TH STREET","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","Data under review by DOEE","0555 12TH ST NW","555 12TH REIT LLC","2","555 12TH STREET NW","Washington","DC",9,1994,"Office","Office",795127,864085,NA,222,219,1046,1033,2618.8,3,7940.2,6692708,NA,NA,NA,"Whole Building","Whole Building",38.89719561,-77.02758511,191826870,19.0721038044491,"555 12TH STREET NW, WASHINGTON, DC","555 12TH STREET NW, WASHINGTON, DC",38.8967538778903,-77.0280638370756,100
"17","PM01029531","0457_0039","1029531","600 E Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","600 E ST NW","6TH & E ASSOCIATES LLC","2","600 E Street NW","Washington","DC",9,1975,"Office","Office",438018,356387,92,360,356,272,269,1880.4,5.3,4209.5,4805745,NA,NA,NA,"Whole Building","",38.89578709,-77.02049174,128299320,18.6698765294939,"600 E Street NW, WASHINGTON, DC","600 E Street NW, WASHINGTON, DC",38.8961066466055,-77.0199624095368,100
"18","PM01030273","0118_0029","1030273","1919 Penn Ave","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1916 I ST NW","1919 PENNSYLVANIA ASSOCIATES LLC","2","1919 Pennsylvania Ave. NW","Washington","DC",14,1978,"Office","Office",381951,265243,74,564,566,594,594,1954.3,7.4,6474,4734899,19122.83711,NA,NA,"Whole Building","Whole Building",38.90118614,-77.04374594,149597052,18.8234559174281,"1919 Pennsylvania Ave. NW, WASHINGTON, DC","1919 Pennsylvania Ave. NW, WASHINGTON, DC",38.9003319079923,-77.0437043280915,100
"19","PM01030284","0050_0086","1030284","1255 23rd Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1225 23RD ST NW","CAPITOL 50 ASSOCIATES","2","1255 23rd Street NW","Washington","DC",40,1983,"Office","Office",83314,358737,90,392,385,337,337,2044.4,5.7,3099,5224711,NA,NA,NA,"Whole Building","Whole Building",38.90640247,-77.04978884,140624904,18.7616066482561,"1255 23rd Street NW, WASHINGTON, DC","1255 23rd Street NW, WASHINGTON, DC",38.9063386103397,-77.0499991525381,100
"20","PM01030402","0042_0054","1030402","Amsterdam Hall","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","2350 H ST NW","GEORGE WASHINGTON UNIVERSITY","2","2350 H St NW","Washington","DC",43,1997,"Residence Hall/Dormitory","Residence Hall/Dormitory",165390,129562,73,557,568,258,263,734.9,5.7,6469.7,1296474,42852.85034,NA,NA,"Whole Building","Whole Building",38.8993224,-77.05091838,72166034,18.0944800499566,"2350 H St NW, WASHINGTON, DC","2350 H St NW, WASHINGTON, DC",38.8994875651001,-77.0507664433159,100
"22","PM01032878","0057_0055","1032878","Townhouse Row","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","607 23RD ST NW","GEORGE WASHINGTON UNIVERSITY","2","607 23rd St NW","Washington","DC",43,2003,"Residence Hall/Dormitory","Residence Hall/Dormitory",71224,69267,54,623,613,437,417,463.6,6.7,1538.9,910417.1,20210.60149,NA,NA,"Whole Building","Whole Building",38.89785017,-77.0498593,43153341,17.5802704000746,"607 23rd St NW, WASHINGTON, DC","607 23rd St NW, WASHINGTON, DC",38.8974105772375,-77.0500172945617,100
"23","PM01034322","0197_0853","1034322","American Chemical Society - Headquarters","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1155 16TH ST NW","AMERICAN CHEMICAL SOCIETY","2","1155 16th Street N.W.","Washington","DC",38,1954,"Office","Office",144462,115470,89,605,617,366,377,732.2,6.3,1618,1381409,36089.5224,NA,NA,"Whole Building","",38.90536939,-77.03605573,69859350,18.0619944929767,"1155 16th Street N.W., WASHINGTON, DC","1155 16th Street N.W., WASHINGTON, DC",38.9051159901119,-77.0364569372371,89.75
"24","PM01034332","0197_0854","1034332","American Chemical Society - 1550 Building","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1550 M ST NW","AMERICAN CHEMICAL SOCIETY","2","1550 M St. NW","Washington","DC",38,1987,"Office","Office",96839,85277,91,354,349,260,251,443,5.2,4953.8,1132063,NA,NA,NA,"Whole Building","Whole Building",38.90536697,-77.03572636,30188058,17.2229569736783,"1550 M St. NW, WASHINGTON, DC","1550 M St. NW, WASHINGTON, DC",38.9055824720545,-77.0355457639251,100
"25","PM01034459","0216_0034","1034459","1090 Vermont Avenue NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1090 VERMONT AVE NW","1090 VERMONT AVENUE NW ASSOCIATES LP","2","1090 Vermont Avenue NW","Washington","DC",10,1982,"Office","Office",229257,163045,86,507,495,574,555,1157.2,7.1,3206,2957358,NA,NA,NA,"Whole Building","Whole Building",38.90342745,-77.0336524,82663815,18.2302925188984,"1090 Vermont Avenue NW, WASHINGTON, DC","1090 Vermont Avenue NW, WASHINGTON, DC",38.9036669304855,-77.0331764811089,100
"26","PM01050505","0140_0089","1050505","1899 L Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1899 L ST NW","1899 L STREET TOWER LLC","2","1899 L St NW","Washington","DC",38,1975,"Office","Office",147460,159817,77,605,598,720,716,1321,8.3,4517.8,3375951,NA,NA,NA,"Whole Building","",38.90417373,-77.04292909,96689285,18.3870131476656,"1899 L St NW, WASHINGTON, DC","1899 L St NW, WASHINGTON, DC",38.9037844529912,-77.0434084862119,100
"28","PM01434327","0698_0032","1434327","20 M","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","20 M ST SE","SOUTHEAST REALTY LLC","6","20 M Street S.E.","Washington","DC",38,2006,"Office","Office",297720,196545,86,524,519,601,600,1436.9,7.3,3598.2,3672343,NA,NA,NA,"Whole Building","Whole Building",38.87679625,-77.00790436,102989580,18.4501383760278,"20 M Street S.E., WASHINGTON, DC","20 M Street S.E., WASHINGTON, DC",38.9056019109005,-77.0103431736977,89.75
"29","PM01056237","0138_0804","1056237","1300 Connecticut Avenue NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1300 CONNECTICUT AV NW","TRT 1300 CONNECTICUT AVE OWNER LLC","2","1300 Connecticut Avenue NW","Washington","DC",38,1954,"Office","Office",147560,134864,60,599,592,716,711,1105.6,8.2,2988.2,2825602,NA,NA,NA,"Whole Building","Whole Building",38.90751862,-77.04267356,80783536,18.2072837403527,"1300 Connecticut Avenue NW, WASHINGTON, DC","1300 Connecticut Avenue NW, WASHINGTON, DC",38.9076717032876,-77.042466760232,100
"30","PM01061926","0162_0092","1061926","02217 - 1100 17th Street NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1100 17TH ST NW","LIBERTY 1100 17TH STREET LP","2","1100 17th Street NW","Washington","DC",54,1963,"Office","Office",157120,151599,87,518,521,373,365,1005.9,6.6,2976,2034921,26393.56094,NA,NA,"Whole Building","Whole Building",38.90417969,-77.03875448,78528282,18.1789693981221,"1100 17th Street NW, WASHINGTON, DC","1100 17th Street NW, WASHINGTON, DC",38.903752335503,-77.0385804335394,100
"31","PM01066315","0086_0845","1066315","900 19th St","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","Data under review by DOEE","0900 19TH ST NW","PRESIDENTIAL PLAZA LP","2","900 19th Street NW","Washington","DC",14,1985,"Office","Office",159565,102480,NA,206,203,1028,1011,276.7,2.7,1614.2,707212.8,NA,NA,NA,"Whole Building","Whole Building",38.90164771,-77.0438698,21110880,16.8652991053602,"900 19th Street NW, WASHINGTON, DC","900 19th Street NW, WASHINGTON, DC",38.9013109738235,-77.0435487399816,100
"32","PM01069662","0675_0853","1069662","999 North Capitol Street NE","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","999 NORTH CAPITOL ST NE","UNION SQUARE 941 PROPERTY LP","6","999 North Capitol Street NE","Washington","DC",5,1973,"Office","Office",322375,321544,95,343,340,211,216,1588.6,4.9,3924.7,3988677,5245.909706,NA,NA,"Whole Building","Whole Building",38.90202876,-77.0085478,110289592,18.5186201189374,"999 North Capitol Street NE, WASHINGTON, DC","999 North Capitol Street NE, WASHINGTON, DC",38.902482459499,-77.0089207223127,100
"33","PM01069664","0403_0839","1069664","0900 Seventh Street NW (IBEW)","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","900 7TH ST NW","IBEW HEADQUARTERS BUILDING LLC","2","900 Seventh Street NW","Washington","DC",10,2004,"Office","Office",300218,318853,82,483,477,534,529,2180.7,6.8,7911.3,5573047,NA,NA,NA,"Whole Building","Whole Building",38.90115602,-77.02227684,154005999,18.8525021141647,"900 Seventh Street NW, WASHINGTON, DC","900 Seventh Street NW, WASHINGTON, DC",38.9008991149033,-77.0219890173785,100
"34","PM01070151","0285_0049","1070151","1200 K Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1200 K ST NW","1200 K ST I CO LLC","2","1200 K Street NW","Washington","DC",10,1992,"Office","Office",567863,429455,94,471,463,497,495,2846.1,6.6,4979.4,7228523,3324.931108,NA,NA,"Whole Building","",38.90213258,-77.02864978,202273305,19.1251303359419,"1200 K Street NW, WASHINGTON, DC","1200 K Street NW, WASHINGTON, DC",38.9023902690967,-77.028097638994,100
"35","PM01071004","0218_0079","1071004","1400 K Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1400 K ST NW","TRIZECHAHN LLC - 1400 K STREET NW","2","1400 K Street NW","Washington","DC",10,1982,"Office","Office",292090,212651,92,365,355,284,265,1135.1,5.3,2166.2,2900934,NA,NA,NA,"Whole Building","Whole Building",38.90218344,-77.03228197,77617615,18.1673049568161,"1400 K Street NW, WASHINGTON, DC","1400 K Street NW, WASHINGTON, DC",38.9024850414526,-77.031947764377,100
"36","PM01071476","0139_0816","1071476","1250 Conn Ave","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1250 CONNECTICUT AV NW","TRIZECHAHN 1250C/2401P LLC","2","1250 Connecticut Ave NW","Washington","DC",38,1964,"Office","Office",232204,195087,83,553,552,441,434,1279.4,6.6,4638.5,2794047,35042.85739,NA,NA,"Whole Building","Whole Building",38.90709561,-77.04208511,107883111,18.4965588934173,"1250 Connecticut Ave NW, WASHINGTON, DC","1250 Connecticut Ave NW, WASHINGTON, DC",38.9069121628671,-77.0420347852763,100
"37","PM01083462","0456_3068","1083462","Terrell Place","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","575 7TH ST NW","THE OFFICES @ TERRELL PLACE","2","575 7th Street NW","Washington","DC",9,2003,"Office","Office",455476,511302,83,467,461,464,470,3314.2,6.5,8685.2,8333908,10025.87935,NA,NA,"Whole Building","Whole Building",38.8967283,-77.0215894,238778034,19.2910449503272,"575 7th Street NW, WASHINGTON, DC","575 7th Street NW, WASHINGTON, DC",38.8970050189675,-77.0218729409826,100
"38","PM01127988","0159_0860","1127988","1717 Rhode Island - 2021","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1717 RHODE ISLAND AV","ROMAN CATHOLIC ARCHBISHOP OF WASHINGTON","2","1717 Rhode Island Avenue NW","Washington","DC",38,2004,"Office","Office",157050,157050,65,592,585,704,700,1272.7,8.1,3756.3,3252633,NA,NA,NA,"Whole Building","Whole Building",38.90670202,-77.03904769,92973600,18.3478261398508,"1717 Rhode Island Avenue NW, WASHINGTON, DC","1717 Rhode Island Avenue NW, WASHINGTON, DC",38.9063101926624,-77.0391626186591,100
"39","PM01146829","0377_0044","1146829","Jemal's Atlantic","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","950 F ST NW","JEMAL'S ATLANTIC LLC","2","950 F Street NW","Washington","DC",9,1887,"Office","Office",297109,270818,NA,705,699,822,813,6776,25,8044.6,6625824,NA,NA,NA,"Whole Building","Whole Building",38.89715142,-77.02527118,190926690,19.0674000903429,"950 F Street NW, WASHINGTON, DC","950 F Street NW, WASHINGTON, DC",38.8972618734378,-77.0250033047579,100
"40","PM01159361","0107_0075","1159361","MAPS 1801 K Street LLC","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1801 K ST NW","BLENHEIM DC I LLC","2","1801 K Street NW","Washington","DC",14,1971,"Office","Office",818524,620265,85,467,458,494,494,4095,6.6,10054.4,10465570,NA,NA,NA,"Whole Building","Whole Building",38.90359497,-77.04201003,289663755,19.4842313427274,"1801 K Street NW, WASHINGTON, DC","1801 K Street NW, WASHINGTON, DC",38.9026647736615,-77.0417699727053,100
"41","PM01163866","0008_0811","1163866","0600 New Hampshire Avenue NW (Watergate)","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","0600 NEW HAMPSHIRE AV NW","WATERGATE HOLDINGS I LLC","2","600 New Hampshire Ave NW","Washington","DC",40,1972,"Office","Office",363050,274942,76,704,707,708,704,2363.2,8.6,5908,5104076,NA,NA,5512830.2,"Whole Building","Whole Building",38.89781099,-77.05506721,193559168,19.0810938014714,"600 New Hampshire Ave NW, WASHINGTON, DC","600 New Hampshire Ave NW, WASHINGTON, DC",38.8974218592325,-77.0550277279465,100
"42","PM01180478","0289_0830","1180478","0601 Thirteenth Street NW (Homer)","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","0601 13TH ST NW","S KANN SONS COMPANY","2","601 13th Street NW","Washington","DC",10,1990,"Office","Office",678600,604301,86,360,356,271,267,3184.8,5.3,5268,8139365,NA,NA,NA,"Whole Building","Whole Building",38.89814115,-77.02926284,217548360,19.1979317286057,"601 13th Street NW, WASHINGTON, DC","601 13th Street NW, WASHINGTON, DC",38.8973571862862,-77.0296415051506,100
"43","PM01180513","0287_0038","1180513","1200 New York Avenue NW (AAAS)","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1200 NEW YORK AVE NW","AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE","2","1200 New York Avenue NW","Washington","DC",10,1996,"Office","Office",263000,231089,84,499,501,419,416,1461,6.3,2625.2,3396223,24865.53615,NA,NA,"Whole Building","Whole Building",38.90022132,-77.02844738,115313411,18.5631642924389,"1200 New York Avenue NW, WASHINGTON, DC","1200 New York Avenue NW, WASHINGTON, DC",38.9005904882615,-77.0281047265511,100
"44","PM01184444","0494_0032","1184444","400 Virginia Avenue","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","0400 VIRGINIA AV SW","400 VIRGINIA AVENUE LLC","6","400 Virginia Avenue SW","Washington","DC",35,1986,"Office","Office",304209,252289,88,396,389,341,342,1446.4,5.7,3479.2,3696424,NA,NA,NA,"Whole Building","Whole Building",38.88424946,-77.01816764,99906444,18.419744746043,"400 Virginia Avenue SW, WASHINGTON, DC","400 Virginia Avenue SW, WASHINGTON, DC",38.8843598234482,-77.0176210434756,100
"45","PM01188995","0285_0048","1188995","1201 Eye Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1201 I ST NW","1215 I STREET NW ASSOCS LTD PARTNERSHIP","2","1201 Eye Street NW","Washington","DC",10,2002,"Office","Office",274387,305868,83,409,401,369,371,1804.5,5.9,2625.1,4611740,NA,NA,NA,"Whole Building","Whole Building",38.90163885,-77.02856162,125100012,18.6446240713604,"1201 Eye Street NW, WASHINGTON, DC","1201 Eye Street NW, WASHINGTON, DC",38.9013806398058,-77.0281285064247,100
"46","PM01188996","0285_0047","1188996","1225 Eye Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1225 I ST NW","1225 EYE STREET NW ASSOCIATES LLC","2","1225 Eye Street NW","Washington","DC",10,1988,"Office","Office",310153,248131,80,476,468,513,511,1669.9,6.7,4379.1,4267783,NA,NA,NA,"Whole Building","Whole Building",38.90165744,-77.02916215,118110356,18.5871299657228,"1225 Eye Street NW, WASHINGTON, DC","1225 Eye Street NW, WASHINGTON, DC",38.9013778689945,-77.0284924269831,100
"47","PM01189000","0538_0873","1189000","One Independence Square","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","Data under review by DOEE","250 E ST SW","WELLS REIT-INDEPENDENCE SQUARE LLC","6","250 E. Street SW","Washington","DC",35,1991,"Office","Office",560163,378045,NA,286,285,100,100,1613.5,4.3,2986.6,4123569,NA,NA,NA,"Whole Building","Whole Building",38.88300325,-77.0149237,108120870,18.498760325955,"250 E. Street SW, WASHINGTON, DC","250 E. Street SW, WASHINGTON, DC",38.8831843573733,-77.0151217627583,100
"48","PM01191010","0166_0032","1191010","1701 Pennsylvania Ave.","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1701 PENNSYLVANIA AV NW","ATLANTIC FREEHOLDS","2","1701 Pennsylvania Ave.","Washington","DC",14,1962,"Office","Office",263216,220603,90,426,421,250,237,1178.5,5.3,219624.8,2630718,28075.11412,NA,NA,"Whole Building","Whole Building",38.89950761,-77.03977867,93976878,18.3585593312531,"1701 Pennsylvania Ave., WASHINGTON, DC","1701 Pennsylvania Ave., WASHINGTON, DC",38.8988661650426,-77.0394853574625,90.97
"49","PM01192428","0457_0038","1192428","The Patrick Henry Building","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","601 D ST NW","LHL REALTY COMPANY DC LLC","2","601 D Street NW","Washington","DC",9,1973,"Office","Office",603712,541518,80,549,543,630,627,4089.1,7.6,9068.7,10369730,5648.97155,21169.2,NA,"Whole Building","Whole Building",38.89507443,-77.02054111,297293382,19.5102300273775,"601 D Street NW, WASHINGTON, DC","601 D Street NW, WASHINGTON, DC",38.8948426665569,-77.0199649420276,100
"50","PM01196655","0220_0066","1196655","City Center","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1401 H ST NW","TREA 1401 LLC","2","1401 H Street NW","Washington","DC",10,1992,"Office","Office",480132,374817,91,370,365,293,290,2021.4,5.4,3776.2,5166019,NA,NA,NA,"Whole Building","Whole Building",38.90050099,-77.03242418,138682290,18.7476961914801,"1401 H Street NW, WASHINGTON, DC","1401 H Street NW, WASHINGTON, DC",38.9002833922658,-77.0321007993116,100
